Source Name	Spot Number	Z	Y	X	Spot Sigma
4E2807EBE0	1	111.0	709.0	119.0	1.6666666666666665
4E2807EBE0	2	110.0	371.0	698.0	1.3333333333333333
4E2807EBE0	3	109.0	776.0	33.0	1.3333333333333333
4E2807EBE0	4	108.0	435.0	823.0	1.3333333333333333
4E2807EBE0	5	107.0	654.0	868.0	1.3333333333333333
4E2807EBE0	6	107.0	528.0	775.0	1.6666666666666665
4E2807EBE0	7	107.0	148.0	27.0	1.6666666666666665
4E2807EBE0	8	106.0	758.0	1448.0	1.6666666666666665
4E2807EBE0	9	106.0	620.0	1407.0	1.6666666666666665
4E2807EBE0	10	106.0	578.0	1072.0	1.3333333333333333
4E2807EBE0	11	106.0	387.0	1053.0	1.3333333333333333
4E2807EBE0	12	106.0	274.0	669.0	1.3333333333333333
4E2807EBE0	13	106.0	151.0	16.0	1.3333333333333333
4E2807EBE0	14	106.0	140.0	38.0	1.3333333333333333
4E2807EBE0	15	105.0	741.0	1444.0	1.6666666666666665
4E2807EBE0	16	105.0	630.0	803.0	1.3333333333333333
4E2807EBE0	17	105.0	457.0	1187.0	1.6666666666666665
4E2807EBE0	18	105.0	387.0	350.0	1.3333333333333333
4E2807EBE0	19	105.0	132.0	13.0	1.3333333333333333
4E2807EBE0	20	105.0	43.0	656.0	1.3333333333333333
4E2807EBE0	21	105.0	23.0	86.0	1.6666666666666665
4E2807EBE0	22	104.0	431.0	1115.0	1.3333333333333333
4E2807EBE0	23	104.0	382.0	1026.0	1.3333333333333333
4E2807EBE0	24	104.0	97.0	304.0	1.3333333333333333
4E2807EBE0	25	104.0	68.0	390.0	1.6666666666666665
4E2807EBE0	26	104.0	42.0	285.0	1.3333333333333333
4E2807EBE0	27	104.0	7.0	1108.0	1.3333333333333333
4E2807EBE0	28	103.0	707.0	1063.0	1.6666666666666665
4E2807EBE0	29	103.0	460.0	652.0	1.3333333333333333
4E2807EBE0	30	103.0	457.0	405.0	1.3333333333333333
4E2807EBE0	31	103.0	437.0	1066.0	1.3333333333333333
4E2807EBE0	32	103.0	428.0	1054.0	1.3333333333333333
4E2807EBE0	33	103.0	168.0	494.0	1.6666666666666665
4E2807EBE0	34	103.0	30.0	239.0	1.3333333333333333
4E2807EBE0	35	102.0	567.0	244.0	1.3333333333333333
4E2807EBE0	36	102.0	492.0	556.0	1.3333333333333333
4E2807EBE0	37	102.0	487.0	539.0	1.3333333333333333
4E2807EBE0	38	102.0	460.0	280.0	1.3333333333333333
4E2807EBE0	39	102.0	459.0	1042.0	1.3333333333333333
4E2807EBE0	40	102.0	444.0	1013.0	1.3333333333333333
4E2807EBE0	41	102.0	398.0	1008.0	1.3333333333333333
4E2807EBE0	42	102.0	365.0	1203.0	1.3333333333333333
4E2807EBE0	43	102.0	359.0	1064.0	1.3333333333333333
