Source Name	Cell ID	Predicted Archetype
52A4FD415A	1	1
52A4FD415A	2	1
52A4FD415A	3	1
52A4FD415A	4	2
52A4FD415A	5	2
52A4FD415A	6	1
52A4FD415A	7	1
52A4FD415A	8	3
52A4FD415A	9	3
52A4FD415A	10	2
52A4FD415A	11	1
52A4FD415A	12	1
52A4FD415A	13	2
52A4FD415A	14	3
52A4FD415A	15	2
52A4FD415A	16	1
52A4FD415A	17	2
52A4FD415A	18	2
52A4FD415A	19	1
52A4FD415A	20	2
52A4FD415A	21	2
52A4FD415A	22	2
52A4FD415A	23	3
52A4FD415A	24	2
52A4FD415A	25	2
52A4FD415A	26	1
52A4FD415A	27	1
52A4FD415A	28	2
52A4FD415A	29	2
52A4FD415A	30	3
52A4FD415A	31	2
52A4FD415A	32	4
52A4FD415A	33	1
52A4FD415A	34	1
52A4FD415A	35	1
52A4FD415A	36	1
52A4FD415A	37	1
52A4FD415A	38	1
52A4FD415A	39	3
52A4FD415A	40	2
52A4FD415A	41	2
52A4FD415A	42	3
52A4FD415A	43	1
52A4FD415A	44	3
52A4FD415A	45	2
52A4FD415A	46	3
52A4FD415A	47	1
52A4FD415A	48	1
52A4FD415A	49	4
52A4FD415A	50	3
52A4FD415A	51	2
52A4FD415A	52	2
52A4FD415A	53	3
52A4FD415A	54	1
52A4FD415A	55	1
52A4FD415A	56	4
52A4FD415A	57	2
52A4FD415A	58	1
52A4FD415A	59	1
52A4FD415A	60	1
52A4FD415A	61	1
52A4FD415A	62	1
52A4FD415A	63	1
52A4FD415A	64	1
52A4FD415A	65	1
52A4FD415A	66	1
52A4FD415A	67	1
52A4FD415A	68	1
52A4FD415A	69	3
52A4FD415A	70	1
52A4FD415A	71	1
52A4FD415A	72	1
52A4FD415A	73	3
52A4FD415A	74	1
52A4FD415A	75	1
52A4FD415A	76	1
52A4FD415A	77	3
52A4FD415A	78	1
52A4FD415A	79	4
52A4FD415A	80	1
52A4FD415A	81	2
52A4FD415A	82	2
52A4FD415A	83	1
52A4FD415A	84	4
52A4FD415A	85	2
52A4FD415A	86	3
52A4FD415A	87	2
52A4FD415A	88	2
52A4FD415A	89	2
52A4FD415A	90	1
52A4FD415A	91	1
52A4FD415A	92	2
52A4FD415A	93	1
52A4FD415A	94	4
52A4FD415A	95	2
52A4FD415A	96	2
52A4FD415A	97	2
52A4FD415A	98	2
52A4FD415A	99	2
52A4FD415A	100	2
52A4FD415A	101	2
52A4FD415A	102	2
52A4FD415A	103	2
52A4FD415A	104	2
52A4FD415A	105	1
52A4FD415A	106	2
52A4FD415A	107	2
52A4FD415A	108	4
52A4FD415A	109	2
52A4FD415A	110	2
52A4FD415A	111	2
52A4FD415A	112	2
52A4FD415A	113	2
