Source Name	Spot Number	Z	Y	X	Spot Sigma
F36714457C	1	144.0	622.0	1165.0	1.3333333333333333
F36714457C	2	144.0	315.0	795.0	1.6666666666666665
F36714457C	3	142.0	493.0	832.0	1.3333333333333333
F36714457C	4	142.0	216.0	1481.0	1.3333333333333333
F36714457C	5	140.0	729.0	551.0	2.0
F36714457C	6	140.0	641.0	1366.0	1.6666666666666665
F36714457C	7	140.0	558.0	867.0	1.3333333333333333
F36714457C	8	140.0	298.0	208.0	1.6666666666666665
F36714457C	9	140.0	72.0	977.0	1.3333333333333333
F36714457C	10	139.0	618.0	1098.0	1.3333333333333333
F36714457C	11	139.0	554.0	1141.0	1.3333333333333333
F36714457C	12	138.0	505.0	726.0	1.3333333333333333
F36714457C	13	138.0	436.0	922.0	1.3333333333333333
F36714457C	14	138.0	400.0	776.0	1.6666666666666665
F36714457C	15	137.0	631.0	1000.0	1.6666666666666665
F36714457C	16	137.0	461.0	982.0	1.3333333333333333
F36714457C	17	137.0	393.0	472.0	1.6666666666666665
F36714457C	18	137.0	358.0	508.0	1.3333333333333333
F36714457C	19	136.0	630.0	939.0	1.3333333333333333
F36714457C	20	136.0	517.0	730.0	1.3333333333333333
F36714457C	21	136.0	466.0	978.0	1.3333333333333333
F36714457C	22	136.0	360.0	692.0	1.3333333333333333
F36714457C	23	136.0	29.0	1565.0	1.3333333333333333
F36714457C	24	135.0	633.0	1118.0	1.3333333333333333
F36714457C	25	135.0	613.0	1037.0	1.3333333333333333
F36714457C	26	135.0	603.0	771.0	1.6666666666666665
F36714457C	27	135.0	572.0	880.0	1.3333333333333333
F36714457C	28	135.0	506.0	713.0	1.3333333333333333
F36714457C	29	135.0	497.0	1054.0	1.3333333333333333
F36714457C	30	135.0	495.0	721.0	1.3333333333333333
F36714457C	31	135.0	382.0	994.0	1.3333333333333333
F36714457C	32	134.0	651.0	218.0	1.6666666666666665
F36714457C	33	134.0	480.0	1045.0	1.3333333333333333
F36714457C	34	134.0	420.0	814.0	1.3333333333333333
F36714457C	35	134.0	332.0	665.0	1.6666666666666665
F36714457C	36	134.0	330.0	363.0	1.6666666666666665
F36714457C	37	134.0	135.0	820.0	1.6666666666666665
F36714457C	38	133.0	667.0	414.0	1.3333333333333333
F36714457C	39	133.0	665.0	467.0	1.3333333333333333
F36714457C	40	133.0	608.0	1021.0	1.3333333333333333
F36714457C	41	133.0	551.0	920.0	1.3333333333333333
F36714457C	42	133.0	526.0	885.0	1.3333333333333333
F36714457C	43	133.0	477.0	868.0	1.3333333333333333
F36714457C	44	133.0	450.0	883.0	1.3333333333333333
F36714457C	45	133.0	393.0	925.0	1.3333333333333333
F36714457C	46	133.0	21.0	1434.0	1.3333333333333333
F36714457C	47	132.0	615.0	1011.0	1.3333333333333333
F36714457C	48	132.0	578.0	156.0	1.6666666666666665
F36714457C	49	132.0	532.0	1216.0	1.6666666666666665
F36714457C	50	132.0	481.0	1013.0	1.6666666666666665
F36714457C	51	132.0	479.0	849.0	1.3333333333333333
F36714457C	52	132.0	471.0	992.0	1.3333333333333333
F36714457C	53	132.0	449.0	968.0	1.3333333333333333
F36714457C	54	132.0	402.0	897.0	1.3333333333333333
F36714457C	55	132.0	391.0	857.0	1.3333333333333333
F36714457C	56	132.0	374.0	391.0	1.6666666666666665
F36714457C	57	132.0	306.0	326.0	1.6666666666666665
F36714457C	58	132.0	273.0	352.0	1.3333333333333333
F36714457C	59	132.0	195.0	1349.0	1.3333333333333333
F36714457C	60	131.0	612.0	1129.0	1.3333333333333333
F36714457C	61	131.0	578.0	997.0	1.6666666666666665
F36714457C	62	131.0	545.0	949.0	1.3333333333333333
F36714457C	63	131.0	527.0	931.0	1.3333333333333333
F36714457C	64	131.0	516.0	687.0	1.3333333333333333
F36714457C	65	131.0	482.0	1160.0	1.3333333333333333
F36714457C	66	131.0	444.0	845.0	1.3333333333333333
F36714457C	67	131.0	346.0	757.0	2.0
F36714457C	68	130.0	662.0	447.0	1.6666666666666665
F36714457C	69	130.0	530.0	978.0	1.3333333333333333
F36714457C	70	130.0	520.0	748.0	1.3333333333333333
