Source Name	Cell ID	Predicted Archetype
9B64B26626	1	1
9B64B26626	2	1
9B64B26626	3	1
9B64B26626	4	1
9B64B26626	5	1
9B64B26626	6	1
9B64B26626	7	1
9B64B26626	8	1
9B64B26626	9	1
9B64B26626	10	2
9B64B26626	11	1
9B64B26626	12	1
9B64B26626	13	1
9B64B26626	14	4
9B64B26626	15	4
9B64B26626	16	2
9B64B26626	17	1
9B64B26626	18	4
9B64B26626	19	1
9B64B26626	20	2
9B64B26626	21	1
9B64B26626	22	1
9B64B26626	23	3
9B64B26626	24	1
9B64B26626	25	3
9B64B26626	26	1
9B64B26626	27	2
9B64B26626	28	2
9B64B26626	29	1
9B64B26626	30	1
9B64B26626	31	2
9B64B26626	32	1
9B64B26626	33	2
9B64B26626	34	2
9B64B26626	35	4
9B64B26626	36	2
9B64B26626	37	2
9B64B26626	38	2
9B64B26626	39	3
9B64B26626	40	2
9B64B26626	41	2
9B64B26626	42	2
9B64B26626	43	2
9B64B26626	44	2
9B64B26626	45	4
9B64B26626	46	3
9B64B26626	47	2
9B64B26626	48	2
9B64B26626	49	2
9B64B26626	50	1
9B64B26626	51	2
9B64B26626	52	3
9B64B26626	53	2
9B64B26626	54	2
9B64B26626	55	2
9B64B26626	56	2
9B64B26626	57	2
9B64B26626	58	1
9B64B26626	59	4
9B64B26626	60	2
9B64B26626	61	2
9B64B26626	62	3
9B64B26626	63	4
9B64B26626	64	2
9B64B26626	65	2
9B64B26626	66	4
