Source Name	Cell ID	feature 1	feature 2	feature 3	feature 4	feature 5	feature 6	feature 7	feature 8	feature 9	feature 10	feature 11	feature 12	feature 13	feature 14	feature 15	feature 16	feature 17	feature 18	feature 19	feature 20	feature 21	feature 22	feature 23	feature 24	feature 25	feature 26	feature 27	feature 28	feature 29	feature 30	feature 31	feature 32	feature 33	feature 34	feature 35	feature 36	feature 37	feature 38	feature 39	feature 40	feature 41	feature 42	feature 43	feature 44	feature 45	feature 46	feature 47	feature 48	feature 49	feature 50	feature 51	feature 52	feature 53	feature 54	feature 55	feature 56	feature 57	feature 58	feature 59	feature 60
C11B3A3777	1	-1.146687890863114	0.5076953936411747	-0.9577326857162649	0.6810549457752808	-1.081020779470313	-0.5345830063627668	-0.6555322514813646	1.8861687984993005	-1.0023294902211095	-0.977145675579823	0.851517792306832	-1.595193135361904	0.30527424267907666	0.11934222375218084	0.0749740666926626	-0.1384381066861109	-0.46463636236852723	-0.07634351423020758	-1.3226720079166623	1.398009373860651	0.0006399474589442455	0.914417287884131	-2.0654445538768034	0.010095524473098472	-1.4600542114058346	2.217477415910081	-0.5078532454038813	-0.2282190004703719	0.6351493251290723	-0.9322031133943911	-0.028500271832479385	0.10657117658739201	0.6913905589855216	-0.7154448625436429	-0.04767876552610728	-0.3952398280419882	0.05313876234564563	-0.4578083730077368	-0.5768522569663643	0.38060954721467744	0.3441488894197367	1.1061587233657306	0.23991349556038255	0.39204889101220375	-0.6430358453442707	0.49841481494962775	-0.7619984164330438	-0.35962306279475587	-2.247135760394818	3.0678672992494853	-0.3745294872444527	-1.1094247489272648	0.1736439231945004	1.4598159620005298	0.22334768231269858	-0.7508147367097762	0.6820012715065387	-2.624726807634443	2.0631040546925004	-1.5233871326641912
C11B3A3777	2	-0.7471204010352817	0.31415717540614835	-0.49645115932707173	0.2780667481861383	-0.18460357013681605	0.24002083551735665	0.2189356482707936	0.9660583253271877	-0.7360481070422988	-1.0157569373394884	0.09726472365110617	-1.4811088897397062	-0.045615707032719666	0.0745045403388207	-0.14244295412722652	-0.4348284990496234	-0.4364583058570739	-0.026830869994574735	-0.7498560640425207	1.2412361544888295	0.16804246080931895	-0.155436293471662	-0.2802972630532765	-0.36678708548798333	-0.6982534854564986	0.9618068503724275	-0.9585471363260258	-0.35915755058843357	0.5364481352965442	0.21245555596125792	0.006264690447106869	-1.0450981132449295	0.2852648486474436	-1.3845631618032779	0.11530554007863625	-0.5278354597994399	-0.00257431303097988	-0.6216756281408986	-0.09743088983993786	0.30501035568502477	-0.4264769100691285	1.1790690008181777	0.6332952443947244	0.5592140839419719	-0.19017242409552726	0.519558932468325	-0.7455831648693034	0.591282370565099	-2.6195429447801746	0.9917006376085171	-0.6598997201022775	-0.273098789187201	1.0806269472633756	1.1778549875627462	1.1087127587692143	-1.5892733147288634	1.10193368323332	-1.5689709790934803	2.333930604319872	-0.33337982554537915
C11B3A3777	3	-1.2920315157835183	0.36871988039096115	0.373260159312369	1.1702133310843439	-0.13482693950384017	0.15775336078791202	0.6819372916892807	1.5861853386821267	-1.2607476187405475	-1.0791231499988427	0.6322852577281994	-1.0828898729219172	0.4362318208951468	-0.013818232026785893	0.3899374661768873	-0.8424027414668238	-0.8862170832420095	0.48222468635913274	-1.1565525565564723	1.356756746590329	0.21021308628741453	-0.0735869502239116	-0.5234538731620972	0.2981398222570366	-1.0689878195399292	1.124476286149002	-0.8937710116474911	-0.2611135684262116	0.3727696789435986	-0.3771920556832943	-1.0544823498821063	-0.7849519385888426	2.137160119261302	-1.4056691551232272	-0.05764122681935424	-0.6435133798016872	0.17843330718781036	-0.03363405868944547	-0.4336954526576271	0.6392165799751227	-1.2150968904226034	1.1775420997628219	1.542564152713803	0.6259752842999995	-0.179857523794151	0.211394080535525	-0.9329986019974041	0.2668405699717069	-2.493729780484385	1.4725160377208975	-0.9475988324341837	-1.5638922937465518	-0.21102102814969625	1.7275032856795027	0.9356319615417026	-0.5927685271346821	1.8788895437362148	-2.0565161325580603	2.0451835871121893	-0.9888652817870976
C11B3A3777	4	-0.2234568673021058	-0.15479593419161738	0.03657229653758276	0.18432910144564518	0.0746387580012331	-0.22282792344375452	0.4375800505814782	0.428710022670141	-1.9300238635284819	-1.1320084819838203	-0.6220773880136875	-2.692160977974125	-0.04000037533366996	-0.1815539010567533	0.337524879431109	0.26741664700117473	-0.4167644641572057	-0.3545441564825036	-0.6873638184086355	1.4985828900099885	1.2885338566659355	0.06438750445823738	-0.196928007591044	0.052835631728554766	-0.6233155090778129	0.2122427591164886	-0.787947318622463	-0.19621324693513786	0.1264907072781183	-0.11579040559754777	0.5509132155045839	0.46159528038155884	1.40416462731815	-0.7653680518464054	-0.35623906594644783	-1.4842289005570686	-0.03348209168736149	0.27021532532503223	-1.719953233788241	0.16551257005184716	-0.9499665248471862	2.140451583653537	0.6446074587471533	0.2787871149097514	-0.2895876977346774	-0.23309158469202185	-0.9340235247898339	0.8165333090841509	-1.2159154581341607	0.799725778283181	-0.9610809914961764	-0.27621263918946504	0.5503648194559598	2.9100384930509042	0.5940136457407994	-1.0290571971066598	2.1687181508744775	-1.2788337780124255	1.9376610182705547	-0.004866819299820788
C11B3A3777	5	-0.5154310602677317	0.1921139497256762	-0.15126934005012616	0.6905280919535661	-0.5247140326921861	0.2847868527999684	0.05703507638714855	1.3599582973234379	-1.9233416543110686	-1.526303999545245	0.3094145794733252	-2.157622812756145	0.21654275559254188	-0.18908036417921537	1.3643550138627842	-0.12242129853115147	-1.1117942492385486	-0.1177667253051935	-0.49541160568510123	1.4683694960946465	1.4295408501716855	0.037880455396846036	-1.247941206707688	-0.2750945439531245	-1.1648742107943457	1.0108292082379653	-1.3083199894737143	-0.15635989563764896	0.10411647017451697	-0.08906359002942688	0.22301714084369229	0.06957896108013717	0.47333861366239827	-1.2426934372580942	-0.4755268554774972	-1.255743372154936	0.3781134222050053	-0.3346173268554884	-1.3050389361343364	1.1341345154698848	0.2323018164386632	2.7330747795324153	0.042652351966590896	0.3325553956281766	-0.3013098232486357	0.2991050995409348	-0.7111533153258152	0.490677458266786	-1.8545954257957433	1.160044839837434	-1.7953803218045996	-0.14070217742319358	1.0886203752415373	2.4678511470571936	1.163512014342428	-0.5447330519248279	1.7328465058318767	-1.6707133546243527	1.6468762163711768	-0.7613748912456872
C11B3A3777	6	-0.7921050896251489	0.6465645376521768	-0.049364129094944476	0.6396326272137927	-1.1275807619149505	0.11819130935409983	-0.03306879879579894	-0.3652241805976071	-0.5120689474670397	-1.2850550337715065	-0.8177642483919111	-3.2323708025644073	0.2830473994677134	0.505400174270892	1.0962974148099902	0.08923174077182727	-0.13866550115749243	0.09747327604483025	-1.13795642777989	2.7087164655826523	1.5757408319487634	0.628189826830706	-1.8531647742467763	-1.2367957813942645	-1.4467488231288477	0.3357637550720176	-0.9450178846898059	-0.36411098389690044	0.7141438639417164	0.5038446548330862	-0.20675749805188826	-0.12657136863019103	1.3858722029128296	-0.6867015743060256	-0.023895865844116404	-1.523372775738813	-0.31795483653365886	-1.3505124656433187	-2.1279960061836007	0.676958380687359	0.39314618343432284	2.3631288128952215	0.6111695585248538	0.21676445392819454	0.28898290355878875	0.8439495363245539	-1.2657872157909718	0.27008689231477645	-2.0491803331509906	1.785819078290445	-1.1811010526215677	-0.9502901394140373	1.7299494596136717	2.5129972032477466	1.2926032737749389	-0.9028761327741968	1.369127562665121	-2.259656891886197	2.558696622348857	0.6224186390257586
C11B3A3777	7	-0.47554827204855066	0.3973406931706343	-0.021467889718201016	0.40596825109402257	-0.19054612621879996	0.05726124441050251	0.19580178741201726	0.6079255931829384	-0.4630371929443293	-0.9077313115111033	-0.6713196340019223	-1.6282511207210408	-0.3081639844355428	0.08178426973549047	0.3065516281313161	-0.3353052385967934	-0.20025390677142596	0.18068139319022225	-0.6926156975472164	1.3279252971416282	1.6720548099164085	0.21288416311431047	-0.49156550960564127	-0.8036160487970956	-0.39203396251067635	0.43778493028115606	-0.0050595501305323864	-0.20180400465444925	0.06418159165064097	0.2940558907895531	-0.03506971450647178	-0.8375712150367944	1.1423934808233218	-1.0193413385674948	-0.2308521488239892	-0.7947457461161964	0.15195725463961862	-1.0123246751927077	-0.9378939216162259	0.166610852967082	-0.2706180558679499	1.8989294763961944	0.7827231782837378	0.17741187288292615	-0.21955604100870058	-0.20100190476965474	0.028970974991212373	0.447422506101134	-1.7619866807634184	0.6699177945998266	-0.8380120137746854	-0.3427803528539144	1.7240428322130716	1.9806637819097084	0.8979229212132067	-1.0596919286375945	1.4626726721861494	-1.3087017972997592	1.1935186686308703	0.3483927926565172
C11B3A3777	8	-1.1580130451779405	1.0454979540000422	0.005033123356024571	0.7200234792246594	-1.4013177727392554	-0.09794890670862305	0.12262746493371202	-0.09317287741803781	0.2885710639959784	-0.07337294581599552	-0.4888931990354782	-0.8053642420401932	-0.050853191425298316	-0.14375687726504904	-0.2273555802709013	0.6556016260102058	-0.617987055242506	0.44944490265211845	-2.0157935919909242	2.3479173970345655	-0.27996491549125846	1.460775235918002	-1.5968716341197915	-0.0354615745550968	-0.7297972705464004	0.7730692538517494	0.8194669208158563	-1.078454893945291	0.8605991211786521	0.33764285096053787	-0.562177314205246	-0.7920909895066786	1.7006846440781875	-0.06118619092064792	0.0035123463309156833	0.350138082960163	0.132033869076275	-1.4226334390066768	-0.45086966260613703	0.03566592822282244	-0.29232558416581006	-0.19364629483666285	0.4315191958103197	0.47417308738575636	0.013720560139412474	0.40010363246115155	-1.6342861436678544	0.20177235048632847	-1.5666550489677635	2.0654592023586167	1.3502438914946764	-2.062874328437915	0.8635481550555509	1.5581373241283738	0.1888370592670042	-1.7050297160111063	0.28908385358630184	-2.451420782389529	3.040301333478147	1.1507250285224075
C11B3A3777	9	-0.3653274265832662	0.6177335119595776	0.3185543558431958	1.7502712872789028	-1.397430259483244	0.3703411918002387	-0.3965808076626498	0.1954201193571823	-0.6845433947362958	0.12862271177431306	-0.4452248088547148	-3.031161935550993	0.8377606178977435	-0.8199302068925647	1.6474850701714194	0.19182000471191207	-0.09703196580233575	0.25810370235035274	-1.1039597616410328	1.8075644528935957	2.090654753908414	1.3023963852974305	-1.3273358220018865	-1.0591496722371834	-0.5548890755080069	0.6470150813625057	-1.0126533518223377	0.1590637670639603	0.4831088584464225	0.2490109420947751	0.37519038812373573	-0.3636128538896628	2.2489248059579845	0.1263668550398087	-0.4408676204483326	-0.7760144604878656	-0.25637361875527787	-1.7602710903254775	-1.5124720098276843	1.0756010414553754	-0.7698940391755804	3.0171447348562337	0.7783371990035288	-0.6599117238264935	0.32480753498118675	1.3832233679505528	-0.830437497918566	1.3450675275026789	-1.8128059068951603	1.5126026189597868	-0.39101360873508795	-0.0870435916516259	1.5781586143695836	3.3518601554318854	2.1184745562181058	-0.38418977073148497	2.25495246974187	-1.9785122596232712	2.3152999673973778	0.04982921092884181
C11B3A3777	10	-1.2072148492469634	0.02401769661170937	-0.6207749091311323	1.5308730543328228	-0.19306566313743456	-0.45677530817279643	0.6974207920789481	0.7340026906243879	-0.27652518441275875	-1.630859113054176	0.10213385652186902	-1.3525660796309311	0.17527326746808436	-0.038268155338721854	0.20257329333530372	-1.18242789737493	-0.4510563802522056	-0.14501385801129185	-0.9797560748829404	0.86732223973328	0.7749977907154362	0.04162276348300464	-0.11467795224114763	0.002841321913518824	-0.945673224298657	0.7705236347651112	-0.5437395165406753	-0.1591122699294656	-0.1883114999806872	-0.021575791176592862	-0.880521326026205	-0.885655660141865	0.9962171630514569	-2.190906078791983	-0.4326756411297201	-0.9909470104933732	0.5305794108746937	0.03723539662005504	-0.321897037091297	0.5439432801039858	-0.14997634696318934	1.4607658023039938	1.4775566294755489	0.043458415586933086	-0.1173014884646586	0.0758106519509184	-0.41552713863435065	0.17820926434553153	-2.901399143134516	0.7662994552516003	-0.8149801916937879	-0.8042188513868691	0.7109779324496712	1.6597636654947925	0.5779638269014848	-0.7606711947005578	1.0443787455112319	-1.9515990376113328	1.4143598338303143	-1.048886969930594
