Source Name	Spot Number	Z	Y	X	Spot Sigma
CFDAF9893E	1	115.0	546.0	1557.0	1.3333333333333333
CFDAF9893E	2	113.0	509.0	111.0	1.6666666666666665
CFDAF9893E	3	113.0	503.0	110.0	2.333333333333333
CFDAF9893E	4	113.0	196.0	270.0	1.6666666666666665
CFDAF9893E	5	111.0	476.0	1361.0	1.3333333333333333
CFDAF9893E	6	111.0	387.0	539.0	1.3333333333333333
CFDAF9893E	7	110.0	530.0	453.0	1.3333333333333333
CFDAF9893E	8	109.0	542.0	534.0	1.3333333333333333
CFDAF9893E	9	109.0	349.0	756.0	1.3333333333333333
CFDAF9893E	10	109.0	139.0	1449.0	1.3333333333333333
CFDAF9893E	11	109.0	41.0	791.0	1.3333333333333333
CFDAF9893E	12	108.0	779.0	312.0	1.6666666666666665
CFDAF9893E	13	108.0	776.0	288.0	1.6666666666666665
CFDAF9893E	14	108.0	718.0	1486.0	1.6666666666666665
CFDAF9893E	15	108.0	313.0	918.0	1.3333333333333333
CFDAF9893E	16	108.0	311.0	782.0	1.3333333333333333
CFDAF9893E	17	108.0	306.0	791.0	1.0
CFDAF9893E	18	107.0	603.0	1550.0	1.3333333333333333
CFDAF9893E	19	107.0	550.0	616.0	1.6666666666666665
CFDAF9893E	20	107.0	442.0	882.0	1.6666666666666665
CFDAF9893E	21	107.0	374.0	1141.0	1.3333333333333333
CFDAF9893E	22	107.0	338.0	761.0	1.3333333333333333
CFDAF9893E	23	107.0	332.0	1414.0	1.6666666666666665
CFDAF9893E	24	107.0	317.0	809.0	1.3333333333333333
CFDAF9893E	25	107.0	130.0	992.0	1.3333333333333333
CFDAF9893E	26	107.0	104.0	1320.0	1.3333333333333333
CFDAF9893E	27	107.0	67.0	1288.0	1.6666666666666665
CFDAF9893E	28	107.0	67.0	565.0	2.0
CFDAF9893E	29	107.0	61.0	758.0	1.3333333333333333
CFDAF9893E	30	107.0	50.0	608.0	1.6666666666666665
CFDAF9893E	31	107.0	28.0	1312.0	1.6666666666666665
CFDAF9893E	32	107.0	17.0	709.0	1.6666666666666665
CFDAF9893E	33	107.0	0.0	630.0	3.0
CFDAF9893E	34	106.0	773.0	873.0	2.0
CFDAF9893E	35	106.0	771.0	1506.0	1.6666666666666665
CFDAF9893E	36	106.0	731.0	1155.0	1.6666666666666665
CFDAF9893E	37	106.0	705.0	604.0	1.3333333333333333
CFDAF9893E	38	106.0	643.0	1153.0	1.6666666666666665
CFDAF9893E	39	106.0	524.0	550.0	1.3333333333333333
CFDAF9893E	40	106.0	499.0	1040.0	1.3333333333333333
CFDAF9893E	41	106.0	309.0	344.0	1.6666666666666665
CFDAF9893E	42	106.0	297.0	561.0	1.6666666666666665
CFDAF9893E	43	106.0	259.0	1196.0	1.3333333333333333
CFDAF9893E	44	106.0	244.0	0.0	1.6666666666666665
CFDAF9893E	45	106.0	206.0	870.0	1.3333333333333333
CFDAF9893E	46	106.0	149.0	114.0	1.3333333333333333
CFDAF9893E	47	106.0	124.0	991.0	1.3333333333333333
CFDAF9893E	48	106.0	87.0	15.0	1.3333333333333333
CFDAF9893E	49	106.0	82.0	11.0	1.3333333333333333
CFDAF9893E	50	106.0	80.0	313.0	1.3333333333333333
CFDAF9893E	51	106.0	75.0	1290.0	1.6666666666666665
CFDAF9893E	52	106.0	73.0	278.0	1.3333333333333333
CFDAF9893E	53	106.0	52.0	1380.0	1.3333333333333333
CFDAF9893E	54	106.0	36.0	722.0	1.3333333333333333
CFDAF9893E	55	106.0	24.0	255.0	2.0
CFDAF9893E	56	106.0	22.0	1320.0	1.3333333333333333
CFDAF9893E	57	106.0	15.0	881.0	1.3333333333333333
CFDAF9893E	58	106.0	14.0	964.0	1.3333333333333333
CFDAF9893E	59	106.0	3.0	332.0	1.6666666666666665
CFDAF9893E	60	105.0	748.0	1325.0	1.3333333333333333
CFDAF9893E	61	105.0	691.0	683.0	1.3333333333333333
CFDAF9893E	62	105.0	595.0	1381.0	1.3333333333333333
CFDAF9893E	63	105.0	593.0	862.0	1.3333333333333333
CFDAF9893E	64	105.0	588.0	104.0	1.3333333333333333
CFDAF9893E	65	105.0	575.0	605.0	1.6666666666666665
CFDAF9893E	66	105.0	568.0	357.0	1.3333333333333333
CFDAF9893E	67	105.0	566.0	6.0	1.3333333333333333
CFDAF9893E	68	105.0	477.0	593.0	1.3333333333333333
CFDAF9893E	69	105.0	401.0	26.0	1.6666666666666665
CFDAF9893E	70	105.0	390.0	24.0	1.3333333333333333
CFDAF9893E	71	105.0	333.0	677.0	1.6666666666666665
CFDAF9893E	72	105.0	320.0	578.0	1.3333333333333333
CFDAF9893E	73	105.0	302.0	63.0	1.6666666666666665
CFDAF9893E	74	105.0	295.0	366.0	1.3333333333333333
CFDAF9893E	75	105.0	273.0	1176.0	1.6666666666666665
CFDAF9893E	76	105.0	266.0	197.0	1.3333333333333333
CFDAF9893E	77	105.0	263.0	913.0	1.3333333333333333
CFDAF9893E	78	105.0	214.0	920.0	1.6666666666666665
CFDAF9893E	79	105.0	162.0	534.0	1.6666666666666665
CFDAF9893E	80	105.0	128.0	970.0	1.3333333333333333
CFDAF9893E	81	105.0	118.0	22.0	1.6666666666666665
CFDAF9893E	82	105.0	102.0	90.0	1.6666666666666665
CFDAF9893E	83	105.0	81.0	286.0	1.3333333333333333
CFDAF9893E	84	105.0	66.0	427.0	1.3333333333333333
CFDAF9893E	85	105.0	35.0	167.0	1.3333333333333333
CFDAF9893E	86	104.0	745.0	993.0	1.6666666666666665
CFDAF9893E	87	104.0	741.0	968.0	1.3333333333333333
CFDAF9893E	88	104.0	726.0	1200.0	1.6666666666666665
CFDAF9893E	89	104.0	703.0	972.0	1.3333333333333333
CFDAF9893E	90	104.0	561.0	936.0	1.3333333333333333
CFDAF9893E	91	104.0	542.0	103.0	1.3333333333333333
CFDAF9893E	92	104.0	485.0	568.0	1.6666666666666665
CFDAF9893E	93	104.0	457.0	776.0	1.3333333333333333
CFDAF9893E	94	104.0	449.0	219.0	2.333333333333333
CFDAF9893E	95	104.0	436.0	741.0	1.3333333333333333
CFDAF9893E	96	104.0	435.0	717.0	1.3333333333333333
CFDAF9893E	97	104.0	435.0	146.0	1.3333333333333333
CFDAF9893E	98	104.0	433.0	769.0	1.3333333333333333
CFDAF9893E	99	104.0	432.0	761.0	1.3333333333333333
CFDAF9893E	100	104.0	404.0	596.0	1.3333333333333333
CFDAF9893E	101	104.0	362.0	636.0	1.3333333333333333
CFDAF9893E	102	104.0	352.0	1546.0	1.3333333333333333
CFDAF9893E	103	104.0	323.0	657.0	1.6666666666666665
CFDAF9893E	104	104.0	288.0	274.0	1.6666666666666665
CFDAF9893E	105	104.0	285.0	195.0	1.3333333333333333
CFDAF9893E	106	104.0	275.0	535.0	1.3333333333333333
CFDAF9893E	107	104.0	258.0	243.0	1.3333333333333333
CFDAF9893E	108	104.0	179.0	339.0	1.3333333333333333
CFDAF9893E	109	104.0	160.0	345.0	1.6666666666666665
CFDAF9893E	110	104.0	152.0	290.0	1.3333333333333333
CFDAF9893E	111	104.0	117.0	1413.0	1.3333333333333333
CFDAF9893E	112	104.0	106.0	399.0	1.3333333333333333
CFDAF9893E	113	104.0	98.0	1356.0	1.6666666666666665
CFDAF9893E	114	104.0	79.0	84.0	1.3333333333333333
CFDAF9893E	115	104.0	74.0	1283.0	1.3333333333333333
CFDAF9893E	116	104.0	60.0	944.0	1.6666666666666665
CFDAF9893E	117	104.0	42.0	164.0	1.6666666666666665
CFDAF9893E	118	104.0	32.0	1380.0	1.3333333333333333
CFDAF9893E	119	104.0	20.0	285.0	1.3333333333333333
CFDAF9893E	120	103.0	741.0	1371.0	1.6666666666666665
CFDAF9893E	121	103.0	739.0	963.0	1.3333333333333333
CFDAF9893E	122	103.0	729.0	1402.0	1.3333333333333333
CFDAF9893E	123	103.0	648.0	0.0	1.6666666666666665
CFDAF9893E	124	103.0	623.0	1454.0	1.3333333333333333
CFDAF9893E	125	103.0	565.0	540.0	1.3333333333333333
CFDAF9893E	126	103.0	551.0	64.0	1.3333333333333333
CFDAF9893E	127	103.0	542.0	20.0	1.3333333333333333
CFDAF9893E	128	103.0	509.0	47.0	2.333333333333333
CFDAF9893E	129	103.0	462.0	598.0	1.6666666666666665
CFDAF9893E	130	103.0	446.0	593.0	1.3333333333333333
CFDAF9893E	131	103.0	440.0	220.0	1.3333333333333333
CFDAF9893E	132	103.0	437.0	164.0	1.3333333333333333
CFDAF9893E	133	103.0	436.0	775.0	1.3333333333333333
CFDAF9893E	134	103.0	387.0	830.0	1.6666666666666665
CFDAF9893E	135	103.0	380.0	642.0	1.3333333333333333
CFDAF9893E	136	103.0	369.0	233.0	1.3333333333333333
CFDAF9893E	137	103.0	366.0	837.0	1.3333333333333333
CFDAF9893E	138	103.0	353.0	873.0	1.6666666666666665
CFDAF9893E	139	103.0	353.0	677.0	1.3333333333333333
CFDAF9893E	140	103.0	311.0	58.0	1.6666666666666665
CFDAF9893E	141	103.0	301.0	360.0	2.0
CFDAF9893E	142	103.0	254.0	357.0	1.3333333333333333
CFDAF9893E	143	103.0	245.0	909.0	1.3333333333333333
CFDAF9893E	144	103.0	175.0	1003.0	1.6666666666666665
CFDAF9893E	145	103.0	100.0	306.0	1.3333333333333333
CFDAF9893E	146	103.0	81.0	709.0	1.3333333333333333
CFDAF9893E	147	103.0	65.0	1367.0	2.333333333333333
CFDAF9893E	148	103.0	26.0	706.0	1.6666666666666665
CFDAF9893E	149	102.0	668.0	69.0	1.3333333333333333
CFDAF9893E	150	102.0	638.0	615.0	1.6666666666666665
CFDAF9893E	151	102.0	597.0	95.0	1.6666666666666665
CFDAF9893E	152	102.0	595.0	413.0	1.6666666666666665
CFDAF9893E	153	102.0	562.0	572.0	1.6666666666666665
CFDAF9893E	154	102.0	562.0	143.0	1.3333333333333333
CFDAF9893E	155	102.0	523.0	399.0	1.3333333333333333
CFDAF9893E	156	102.0	432.0	525.0	1.3333333333333333
CFDAF9893E	157	102.0	428.0	411.0	1.3333333333333333
CFDAF9893E	158	102.0	411.0	1135.0	1.3333333333333333
CFDAF9893E	159	102.0	405.0	440.0	1.3333333333333333
CFDAF9893E	160	102.0	399.0	762.0	1.3333333333333333
CFDAF9893E	161	102.0	378.0	854.0	1.3333333333333333
CFDAF9893E	162	102.0	378.0	681.0	1.3333333333333333
CFDAF9893E	163	102.0	345.0	1085.0	1.3333333333333333
CFDAF9893E	164	102.0	306.0	718.0	1.3333333333333333
CFDAF9893E	165	102.0	264.0	13.0	1.6666666666666665
CFDAF9893E	166	102.0	180.0	382.0	1.3333333333333333
CFDAF9893E	167	102.0	146.0	426.0	1.6666666666666665
CFDAF9893E	168	102.0	142.0	543.0	1.6666666666666665
CFDAF9893E	169	102.0	77.0	383.0	1.3333333333333333
CFDAF9893E	170	101.0	522.0	0.0	1.6666666666666665
CFDAF9893E	171	101.0	518.0	653.0	1.3333333333333333
CFDAF9893E	172	101.0	516.0	6.0	1.3333333333333333
CFDAF9893E	173	101.0	490.0	123.0	1.3333333333333333
CFDAF9893E	174	101.0	450.0	335.0	1.6666666666666665
CFDAF9893E	175	101.0	438.0	529.0	1.3333333333333333
CFDAF9893E	176	101.0	419.0	784.0	1.6666666666666665
CFDAF9893E	177	101.0	418.0	579.0	1.3333333333333333
CFDAF9893E	178	101.0	408.0	201.0	1.3333333333333333
CFDAF9893E	179	101.0	405.0	336.0	1.3333333333333333
CFDAF9893E	180	101.0	397.0	387.0	1.3333333333333333
CFDAF9893E	181	101.0	376.0	464.0	1.3333333333333333
CFDAF9893E	182	101.0	374.0	479.0	1.3333333333333333
CFDAF9893E	183	101.0	363.0	528.0	1.3333333333333333
