Source Name	Cell ID	pea3 spot count
D34B941004	1	7.721117896201509
D34B941004	2	10.974967918542674
D34B941004	3	8.825300706329688
D34B941004	4	8.834560307542816
D34B941004	5	13.686143033485486
D34B941004	6	5.053023134609378
D34B941004	7	12.199950126807597
D34B941004	8	10.470413796970853
D34B941004	9	5.681558796401316
D34B941004	10	9.179478803919917
D34B941004	11	10.817509862076633
D34B941004	12	13.661298683145105
D34B941004	13	8.775962696123894
D34B941004	14	6.147892156372461
D34B941004	15	10.826567911609697
D34B941004	16	14.527439230000017
D34B941004	17	9.469090145975308
D34B941004	18	8.778401848856841
D34B941004	19	3.9040735086550615
D34B941004	20	5.116504539915575
D34B941004	21	7.077489706051297
D34B941004	22	8.649566540330373
D34B941004	23	6.652483159040316
D34B941004	24	9.180144204871382
D34B941004	25	10.973365185977016
D34B941004	26	10.777366620675846
D34B941004	27	10.959776588905669
D34B941004	28	10.112921055104277
D34B941004	29	9.248049441946812
D34B941004	30	2.0950001560688047
D34B941004	31	8.135191082399471
D34B941004	32	7.980639760838441
D34B941004	33	3.496234820753009
D34B941004	34	1.8879223311899653
D34B941004	35	7.696256220261899
D34B941004	36	15.365304275208558
D34B941004	37	12.580617419831928
D34B941004	38	14.178457748809826
D34B941004	39	3.528244878737529
D34B941004	40	10.376566195512165
D34B941004	41	13.46312030232179
D34B941004	42	0.877945652277873
D34B941004	43	11.447827842095094
D34B941004	44	11.97496478818261
D34B941004	45	4.729245797837767
D34B941004	46	5.423510343604799
D34B941004	47	13.496227548121691
D34B941004	48	6.570742653677612
D34B941004	49	6.76062162406247
D34B941004	50	8.78137573543454
D34B941004	51	8.852070397597231
D34B941004	52	5.548169007798106
D34B941004	53	10.55326811050886
D34B941004	54	7.716706503047882
D34B941004	55	9.35013290380735
D34B941004	56	3.81346716881613
D34B941004	57	9.10716896424119
D34B941004	58	9.610563331936579
D34B941004	59	1.0068349792516198
D34B941004	60	6.334202740432032
D34B941004	61	5.157316888374317
D34B941004	62	3.7393280949771177
D34B941004	63	2.022459804806193
D34B941004	64	7.699695568587319
D34B941004	65	4.461699075302016
D34B941004	66	11.642770391164976
D34B941004	67	8.675938978617925
D34B941004	68	10.655280891644903
D34B941004	69	4.376156187310545
D34B941004	70	3.167659637621081
D34B941004	71	6.9137349850260295
D34B941004	72	0.5660778281363177
D34B941004	73	9.948819713812036
D34B941004	74	9.96360409379539
D34B941004	75	7.130595495762627
D34B941004	76	9.802280368642133
D34B941004	77	10.537960114398082
D34B941004	78	4.560065110844737
D34B941004	79	13.04025827962299
D34B941004	80	10.230130888069976
D34B941004	81	13.828059592755388
D34B941004	82	2.893566162393599
D34B941004	83	12.682130107559395
D34B941004	84	9.261947041139937
D34B941004	85	7.135117776313985
D34B941004	86	8.729633011545769
D34B941004	87	13.644405099931117
D34B941004	88	8.2458592304504
D34B941004	89	9.544851476691889
D34B941004	90	4.109247615000927
D34B941004	91	9.375778427562246
D34B941004	92	6.645485981952317
D34B941004	93	2.807856525122288
