Source Name	Cell ID	archetype 1	archetype 2	archetype 3	archetype 4
D34B941004	1	0.8892748909907506	0.037620457304436056	0.06937128061374366	0.0037333710910695656
D34B941004	2	0.7865962887592879	0.0406374726423263	0.16823680584951067	0.004529432748875152
D34B941004	3	0.9655312779215975	0.0030190540281789433	0.03091248771969824	0.000537180330525173
D34B941004	4	0.9911355004838931	0.004491495345191746	0.0038604456387946874	0.0005125585321203841
D34B941004	5	0.969952053514816	0.004289587824507154	0.024350469761453934	0.0014078888992232043
D34B941004	6	0.8214081259014954	0.12693377633295164	0.050693838616089046	0.0009642591494639597
D34B941004	7	0.6192696299944482	0.05318856096924072	0.21288749310013874	0.11465431593617258
D34B941004	8	0.9190629684029734	0.021860289507583515	0.057210884984189005	0.0018658571052542093
D34B941004	9	0.8811206083463754	0.020752797172656833	0.07908593104171316	0.01904066343925462
D34B941004	10	0.6461685395344333	0.023647929668539267	0.22534395003694693	0.10483958076008054
D34B941004	11	0.9829774454706263	0.004827717595499102	0.011750597055943456	0.0004442398779311518
D34B941004	12	0.7425118051122412	0.0808195373676288	0.16916481065398853	0.007503846866141469
D34B941004	13	0.9426428657769691	0.027105921596803702	0.022282612472891667	0.007968600153335345
D34B941004	14	0.828898648270586	0.08451285302361942	0.07832238420489035	0.008266114500904217
D34B941004	15	0.12708117061275356	0.293025183825624	0.5704847924891697	0.009408853072452678
D34B941004	16	0.7615164467755877	0.03776871176587833	0.19092765532635247	0.009787186132181786
D34B941004	17	0.5831501633255022	0.3731179363664112	0.03796919324721379	0.005762707060872708
D34B941004	18	0.9669252471380003	0.003579538602917751	0.027822631295688457	0.0016725829633934763
D34B941004	19	0.9846849041067972	0.002612378610109142	0.010311021099488707	0.0023916961836050778
D34B941004	20	0.6754744094628854	0.17551784616611382	0.13265157346756948	0.016356170903431687
D34B941004	21	0.7975937984743681	0.14356931770432196	0.054156772623321574	0.004680111197988397
D34B941004	22	0.9641851040496802	0.0039710793673522924	0.03128342003115604	0.0005603965518113854
D34B941004	23	0.36300644606694593	0.15143768124432863	0.4818075975666587	0.0037482751220668823
D34B941004	24	0.5883962261215689	0.02983431794890313	0.3782390664858524	0.003530389443675792
