Source Name	Spot Number	Z	Y	X	Spot Sigma
3CBF362B2A	1	109.0	527.0	241.0	1.3333333333333333
3CBF362B2A	2	107.0	505.0	796.0	1.3333333333333333
3CBF362B2A	3	107.0	320.0	598.0	1.6666666666666665
3CBF362B2A	4	106.0	705.0	1036.0	1.3333333333333333
3CBF362B2A	5	106.0	240.0	1180.0	1.3333333333333333
3CBF362B2A	6	105.0	757.0	836.0	1.3333333333333333
3CBF362B2A	7	104.0	650.0	463.0	1.3333333333333333
3CBF362B2A	8	104.0	620.0	604.0	1.3333333333333333
3CBF362B2A	9	104.0	535.0	634.0	1.3333333333333333
3CBF362B2A	10	104.0	473.0	1075.0	1.6666666666666665
3CBF362B2A	11	104.0	297.0	670.0	2.0
3CBF362B2A	12	103.0	731.0	759.0	1.3333333333333333
3CBF362B2A	13	103.0	590.0	853.0	1.3333333333333333
3CBF362B2A	14	103.0	532.0	641.0	1.3333333333333333
3CBF362B2A	15	103.0	434.0	804.0	1.3333333333333333
3CBF362B2A	16	103.0	419.0	182.0	1.3333333333333333
3CBF362B2A	17	103.0	263.0	1116.0	1.6666666666666665
3CBF362B2A	18	103.0	224.0	1412.0	1.3333333333333333
3CBF362B2A	19	102.0	687.0	1216.0	1.3333333333333333
3CBF362B2A	20	102.0	661.0	1202.0	1.3333333333333333
3CBF362B2A	21	102.0	442.0	807.0	1.3333333333333333
3CBF362B2A	22	102.0	328.0	790.0	1.3333333333333333
3CBF362B2A	23	102.0	266.0	816.0	1.3333333333333333
3CBF362B2A	24	102.0	249.0	1068.0	1.6666666666666665
3CBF362B2A	25	101.0	746.0	583.0	1.3333333333333333
3CBF362B2A	26	101.0	552.0	814.0	1.6666666666666665
3CBF362B2A	27	101.0	432.0	685.0	1.3333333333333333
3CBF362B2A	28	101.0	313.0	770.0	1.3333333333333333
3CBF362B2A	29	101.0	294.0	822.0	1.3333333333333333
3CBF362B2A	30	101.0	113.0	170.0	1.3333333333333333
3CBF362B2A	31	100.0	592.0	36.0	1.6666666666666665
3CBF362B2A	32	100.0	503.0	67.0	1.6666666666666665
3CBF362B2A	33	100.0	439.0	752.0	1.3333333333333333
3CBF362B2A	34	100.0	421.0	1157.0	1.3333333333333333
3CBF362B2A	35	100.0	388.0	914.0	1.3333333333333333
3CBF362B2A	36	100.0	341.0	326.0	1.6666666666666665
3CBF362B2A	37	100.0	302.0	724.0	1.3333333333333333
3CBF362B2A	38	99.0	779.0	474.0	2.0
3CBF362B2A	39	99.0	725.0	633.0	1.3333333333333333
3CBF362B2A	40	99.0	705.0	1367.0	1.6666666666666665
3CBF362B2A	41	99.0	565.0	672.0	1.3333333333333333
3CBF362B2A	42	99.0	466.0	541.0	1.3333333333333333
3CBF362B2A	43	99.0	451.0	783.0	1.3333333333333333
3CBF362B2A	44	99.0	391.0	843.0	1.6666666666666665
3CBF362B2A	45	99.0	303.0	1024.0	1.3333333333333333
3CBF362B2A	46	98.0	521.0	807.0	1.3333333333333333
3CBF362B2A	47	98.0	503.0	523.0	1.6666666666666665
3CBF362B2A	48	98.0	459.0	753.0	1.3333333333333333
3CBF362B2A	49	98.0	447.0	944.0	1.3333333333333333
3CBF362B2A	50	98.0	441.0	1007.0	1.6666666666666665
3CBF362B2A	51	98.0	440.0	738.0	1.3333333333333333
3CBF362B2A	52	98.0	371.0	1009.0	1.6666666666666665
3CBF362B2A	53	98.0	266.0	1050.0	1.6666666666666665
3CBF362B2A	54	98.0	259.0	792.0	1.3333333333333333
3CBF362B2A	55	98.0	225.0	848.0	1.3333333333333333
3CBF362B2A	56	98.0	200.0	1086.0	1.3333333333333333
3CBF362B2A	57	98.0	63.0	812.0	1.6666666666666665
3CBF362B2A	58	97.0	771.0	402.0	1.3333333333333333
