Source Name	Spot Number	Z	Y	X	Spot Sigma
42D75830F4	1	110.0	679.0	564.0	1.6666666666666665
42D75830F4	2	110.0	396.0	466.0	2.333333333333333
42D75830F4	3	108.0	567.0	1296.0	1.3333333333333333
42D75830F4	4	108.0	462.0	1542.0	1.3333333333333333
42D75830F4	5	108.0	374.0	995.0	1.6666666666666665
42D75830F4	6	108.0	371.0	989.0	1.3333333333333333
42D75830F4	7	108.0	316.0	1176.0	1.6666666666666665
42D75830F4	8	108.0	308.0	808.0	1.3333333333333333
42D75830F4	9	108.0	206.0	1305.0	1.3333333333333333
42D75830F4	10	108.0	174.0	1182.0	1.3333333333333333
42D75830F4	11	108.0	40.0	827.0	1.3333333333333333
42D75830F4	12	107.0	726.0	1251.0	1.3333333333333333
42D75830F4	13	107.0	720.0	1237.0	2.0
42D75830F4	14	107.0	700.0	1236.0	1.3333333333333333
42D75830F4	15	107.0	540.0	1035.0	1.3333333333333333
42D75830F4	16	107.0	538.0	989.0	1.3333333333333333
42D75830F4	17	107.0	518.0	1545.0	1.6666666666666665
42D75830F4	18	107.0	478.0	1531.0	1.3333333333333333
42D75830F4	19	107.0	444.0	1264.0	1.3333333333333333
42D75830F4	20	107.0	369.0	447.0	1.3333333333333333
42D75830F4	21	107.0	323.0	837.0	1.3333333333333333
42D75830F4	22	107.0	313.0	940.0	1.3333333333333333
42D75830F4	23	107.0	252.0	305.0	2.0
42D75830F4	24	107.0	196.0	1346.0	1.3333333333333333
42D75830F4	25	107.0	185.0	1081.0	2.333333333333333
42D75830F4	26	107.0	160.0	1279.0	2.0
42D75830F4	27	107.0	147.0	1122.0	1.6666666666666665
42D75830F4	28	107.0	135.0	1290.0	1.3333333333333333
42D75830F4	29	107.0	116.0	176.0	1.3333333333333333
42D75830F4	30	107.0	89.0	386.0	1.3333333333333333
42D75830F4	31	107.0	85.0	413.0	1.3333333333333333
42D75830F4	32	106.0	747.0	410.0	1.6666666666666665
42D75830F4	33	106.0	729.0	435.0	1.3333333333333333
42D75830F4	34	106.0	704.0	705.0	1.3333333333333333
42D75830F4	35	106.0	660.0	1453.0	1.3333333333333333
42D75830F4	36	106.0	619.0	36.0	1.3333333333333333
