Source Name	Cell ID	Predicted Archetype
464E37847A	1	1
464E37847A	2	1
464E37847A	3	1
464E37847A	4	1
464E37847A	5	1
464E37847A	6	1
464E37847A	7	1
464E37847A	8	1
464E37847A	9	1
464E37847A	10	2
464E37847A	11	2
464E37847A	12	1
464E37847A	13	1
464E37847A	14	1
464E37847A	15	2
464E37847A	16	1
464E37847A	17	1
464E37847A	18	2
464E37847A	19	1
464E37847A	20	1
464E37847A	21	1
464E37847A	22	1
464E37847A	23	1
464E37847A	24	1
464E37847A	25	2
464E37847A	26	1
464E37847A	27	1
464E37847A	28	2
464E37847A	29	1
464E37847A	30	1
464E37847A	31	1
464E37847A	32	1
464E37847A	33	3
464E37847A	34	2
464E37847A	35	2
464E37847A	36	1
464E37847A	37	2
464E37847A	38	4
464E37847A	39	4
464E37847A	40	2
464E37847A	41	2
464E37847A	42	2
464E37847A	43	1
464E37847A	44	1
464E37847A	45	2
464E37847A	46	1
464E37847A	47	1
464E37847A	48	1
464E37847A	49	1
464E37847A	50	2
464E37847A	51	2
464E37847A	52	2
464E37847A	53	1
464E37847A	54	2
464E37847A	55	4
464E37847A	56	1
464E37847A	57	2
464E37847A	58	2
464E37847A	59	1
464E37847A	60	1
464E37847A	61	1
464E37847A	62	2
464E37847A	63	4
464E37847A	64	2
464E37847A	65	1
464E37847A	66	2
464E37847A	67	2
464E37847A	68	2
464E37847A	69	2
464E37847A	70	2
464E37847A	71	2
464E37847A	72	2
464E37847A	73	2
464E37847A	74	2
464E37847A	75	2
464E37847A	76	1
464E37847A	77	2
464E37847A	78	1
464E37847A	79	1
464E37847A	80	2
464E37847A	81	2
464E37847A	82	1
464E37847A	83	4
464E37847A	84	2
464E37847A	85	2
464E37847A	86	4
464E37847A	87	1
464E37847A	88	2
464E37847A	89	1
464E37847A	90	2
464E37847A	91	2
464E37847A	92	2
464E37847A	93	2
464E37847A	94	2
464E37847A	95	2
464E37847A	96	2
464E37847A	97	2
464E37847A	98	2
464E37847A	99	2
464E37847A	100	4
464E37847A	101	2
464E37847A	102	2
464E37847A	103	2
464E37847A	104	2
464E37847A	105	2
464E37847A	106	2
464E37847A	107	2
464E37847A	108	2
464E37847A	109	2
464E37847A	110	2
464E37847A	111	2
464E37847A	112	4
464E37847A	113	2
464E37847A	114	2
464E37847A	115	2
464E37847A	116	2
464E37847A	117	2
464E37847A	118	2
464E37847A	119	2
464E37847A	120	2
464E37847A	121	2
464E37847A	122	2
464E37847A	123	3
464E37847A	124	2
464E37847A	125	1
464E37847A	126	2
464E37847A	127	2
464E37847A	128	1
464E37847A	129	2
464E37847A	130	4
464E37847A	131	4
464E37847A	132	4
464E37847A	133	2
464E37847A	134	2
464E37847A	135	2
464E37847A	136	3
