Source Name	Cell ID	pea3 spot count
EE5CF455D9	1	10
EE5CF455D9	2	6
EE5CF455D9	3	14
EE5CF455D9	4	13
EE5CF455D9	5	2
EE5CF455D9	6	6
EE5CF455D9	7	12
EE5CF455D9	8	2
EE5CF455D9	9	12
EE5CF455D9	10	23
EE5CF455D9	11	2
EE5CF455D9	12	31
EE5CF455D9	13	1
EE5CF455D9	14	12
EE5CF455D9	15	4
EE5CF455D9	16	15
EE5CF455D9	17	9
EE5CF455D9	18	5
EE5CF455D9	19	7
EE5CF455D9	20	6
EE5CF455D9	21	33
EE5CF455D9	22	7
EE5CF455D9	23	6
EE5CF455D9	24	14
EE5CF455D9	25	13
EE5CF455D9	26	5
EE5CF455D9	27	2
EE5CF455D9	28	7
EE5CF455D9	29	8
EE5CF455D9	30	8
EE5CF455D9	31	14
EE5CF455D9	32	11
EE5CF455D9	33	19
EE5CF455D9	34	2
EE5CF455D9	35	25
EE5CF455D9	36	4
EE5CF455D9	37	0
EE5CF455D9	38	2
EE5CF455D9	39	0
EE5CF455D9	40	1
EE5CF455D9	41	7
EE5CF455D9	42	10
EE5CF455D9	43	19
EE5CF455D9	44	6
EE5CF455D9	45	0
EE5CF455D9	46	21
EE5CF455D9	47	16
EE5CF455D9	48	1
EE5CF455D9	49	4
EE5CF455D9	50	7
EE5CF455D9	51	14
EE5CF455D9	52	5
EE5CF455D9	53	5
EE5CF455D9	54	47
EE5CF455D9	55	53
EE5CF455D9	56	27
EE5CF455D9	57	12
EE5CF455D9	58	2
EE5CF455D9	59	1
EE5CF455D9	60	7
EE5CF455D9	61	6
EE5CF455D9	62	0
EE5CF455D9	63	31
EE5CF455D9	64	15
EE5CF455D9	65	9
EE5CF455D9	66	18
EE5CF455D9	67	3
EE5CF455D9	68	6
EE5CF455D9	69	14
EE5CF455D9	70	10
EE5CF455D9	71	2
EE5CF455D9	72	0
EE5CF455D9	73	18
EE5CF455D9	74	0
EE5CF455D9	75	7
EE5CF455D9	76	2
EE5CF455D9	77	12
EE5CF455D9	78	21
EE5CF455D9	79	22
EE5CF455D9	80	15
EE5CF455D9	81	25
EE5CF455D9	82	25
EE5CF455D9	83	1
EE5CF455D9	84	9
EE5CF455D9	85	1
EE5CF455D9	86	21
EE5CF455D9	87	0
EE5CF455D9	88	18
EE5CF455D9	89	22
EE5CF455D9	90	27
EE5CF455D9	91	22
EE5CF455D9	92	38
EE5CF455D9	93	11
EE5CF455D9	94	0
EE5CF455D9	95	0
EE5CF455D9	96	4
EE5CF455D9	97	1
EE5CF455D9	98	17
EE5CF455D9	99	9
EE5CF455D9	100	0
EE5CF455D9	101	5
EE5CF455D9	102	3
EE5CF455D9	103	7
EE5CF455D9	104	15
EE5CF455D9	105	0
EE5CF455D9	106	16
EE5CF455D9	107	15
EE5CF455D9	108	6
EE5CF455D9	109	6
EE5CF455D9	110	5
EE5CF455D9	111	9
EE5CF455D9	112	0
EE5CF455D9	113	14
EE5CF455D9	114	0
EE5CF455D9	115	8
EE5CF455D9	116	0
EE5CF455D9	117	13
EE5CF455D9	118	35
EE5CF455D9	119	61
EE5CF455D9	120	4
EE5CF455D9	121	3
EE5CF455D9	122	1
EE5CF455D9	123	8
