Source Name	Cell ID	Predicted Archetype
D9314261C0	1	1
D9314261C0	2	1
D9314261C0	3	3
D9314261C0	4	2
D9314261C0	5	1
D9314261C0	6	1
D9314261C0	7	1
D9314261C0	8	3
D9314261C0	9	2
D9314261C0	10	1
D9314261C0	11	2
D9314261C0	12	4
D9314261C0	13	3
D9314261C0	14	1
D9314261C0	15	1
D9314261C0	16	3
D9314261C0	17	1
D9314261C0	18	1
D9314261C0	19	1
D9314261C0	20	1
D9314261C0	21	1
D9314261C0	22	1
D9314261C0	23	2
D9314261C0	24	1
D9314261C0	25	3
D9314261C0	26	2
D9314261C0	27	1
D9314261C0	28	1
D9314261C0	29	1
D9314261C0	30	1
D9314261C0	31	1
D9314261C0	32	1
D9314261C0	33	3
D9314261C0	34	2
D9314261C0	35	1
D9314261C0	36	1
D9314261C0	37	2
D9314261C0	38	1
D9314261C0	39	1
D9314261C0	40	1
D9314261C0	41	1
D9314261C0	42	1
D9314261C0	43	1
D9314261C0	44	1
D9314261C0	45	1
D9314261C0	46	1
D9314261C0	47	1
D9314261C0	48	1
D9314261C0	49	2
D9314261C0	50	1
D9314261C0	51	1
D9314261C0	52	3
D9314261C0	53	4
D9314261C0	54	2
D9314261C0	55	1
D9314261C0	56	3
D9314261C0	57	1
D9314261C0	58	1
D9314261C0	59	1
D9314261C0	60	1
D9314261C0	61	1
D9314261C0	62	3
D9314261C0	63	2
D9314261C0	64	2
D9314261C0	65	1
D9314261C0	66	2
D9314261C0	67	2
D9314261C0	68	2
D9314261C0	69	2
D9314261C0	70	2
D9314261C0	71	1
D9314261C0	72	1
D9314261C0	73	1
D9314261C0	74	1
D9314261C0	75	2
D9314261C0	76	1
D9314261C0	77	2
D9314261C0	78	4
D9314261C0	79	3
D9314261C0	80	2
D9314261C0	81	2
D9314261C0	82	3
D9314261C0	83	2
D9314261C0	84	2
D9314261C0	85	2
D9314261C0	86	2
D9314261C0	87	3
D9314261C0	88	1
D9314261C0	89	2
D9314261C0	90	3
D9314261C0	91	1
D9314261C0	92	2
D9314261C0	93	1
D9314261C0	94	1
D9314261C0	95	1
D9314261C0	96	2
D9314261C0	97	1
D9314261C0	98	3
D9314261C0	99	2
D9314261C0	100	2
D9314261C0	101	2
D9314261C0	102	1
D9314261C0	103	1
D9314261C0	104	1
D9314261C0	105	1
D9314261C0	106	2
D9314261C0	107	1
D9314261C0	108	2
D9314261C0	109	2
D9314261C0	110	2
D9314261C0	111	2
D9314261C0	112	2
D9314261C0	113	2
D9314261C0	114	2
D9314261C0	115	2
D9314261C0	116	2
D9314261C0	117	3
D9314261C0	118	1
D9314261C0	119	1
D9314261C0	120	3
D9314261C0	121	2
D9314261C0	122	2
D9314261C0	123	2
D9314261C0	124	2
D9314261C0	125	4
D9314261C0	126	4
