Source Name	Cell ID	pea3 spot count
32FF7CB088	1	2.470463050272251
32FF7CB088	2	6.865214859612119
32FF7CB088	3	9.10911177143625
32FF7CB088	4	1.4264671902515715
32FF7CB088	5	7.562512301917017
32FF7CB088	6	6.333595110115016
32FF7CB088	7	2.1735352840956343
32FF7CB088	8	8.0415330454423
32FF7CB088	9	5.517110469583327
32FF7CB088	10	1.7830712207917703
32FF7CB088	11	4.7144854163813825
32FF7CB088	12	4.827744010290414
32FF7CB088	13	2.292880920969842
32FF7CB088	14	11.3642485277377
32FF7CB088	15	2.0357818034273745
32FF7CB088	16	10.208286627322984
32FF7CB088	17	2.4098033761751605
32FF7CB088	18	11.84552208203666
32FF7CB088	19	9.361273291501913
32FF7CB088	20	7.475868356827834
32FF7CB088	21	8.50760204055034
32FF7CB088	22	10.409003967237346
32FF7CB088	23	4.735824795214647
32FF7CB088	24	8.405129045771442
32FF7CB088	25	7.47173539025716
32FF7CB088	26	11.957493681580623
32FF7CB088	27	14.07152543925304
32FF7CB088	28	1.6910960474711514
32FF7CB088	29	19.797755980502764
32FF7CB088	30	0.9306267531950687
32FF7CB088	31	10.75361555936216
32FF7CB088	32	10.630424995241881
32FF7CB088	33	8.780164918377693
32FF7CB088	34	8.999979252746598
32FF7CB088	35	4.669540844699239
32FF7CB088	36	10.32312479942096
32FF7CB088	37	3.7701302360472795
32FF7CB088	38	11.375769437106907
32FF7CB088	39	6.464912064198147
32FF7CB088	40	12.2560940517753
32FF7CB088	41	17.76392446714189
32FF7CB088	42	9.343340400757274
32FF7CB088	43	8.101521326145555
32FF7CB088	44	6.959518492840781
32FF7CB088	45	7.172521918441707
32FF7CB088	46	15.792409944624428
32FF7CB088	47	1.559731715564412
32FF7CB088	48	12.1200745690136
32FF7CB088	49	6.66274800080294
32FF7CB088	50	7.2395953763502625
32FF7CB088	51	6.09699831282514
32FF7CB088	52	18.658120360401544
32FF7CB088	53	7.794473578129579
32FF7CB088	54	6.544351832589457
32FF7CB088	55	9.05289018971466
32FF7CB088	56	6.85360303289931
32FF7CB088	57	12.24587181094607
32FF7CB088	58	10.139693896549108
32FF7CB088	59	10.268184871549746
32FF7CB088	60	13.833678031073369
32FF7CB088	61	6.243286086530534
32FF7CB088	62	7.742629983127975
32FF7CB088	63	3.942512226837015
32FF7CB088	64	0.11402681157247274
32FF7CB088	65	6.676038030309811
32FF7CB088	66	12.818115198134887
32FF7CB088	67	9.922150895738294
32FF7CB088	68	6.5113284615517655
32FF7CB088	69	12.718645484603979
32FF7CB088	70	5.935171641175041
32FF7CB088	71	8.104492556882313
32FF7CB088	72	8.814955797330626
32FF7CB088	73	8.184202529009587
32FF7CB088	74	16.962155656650328
32FF7CB088	75	6.330358830565567
32FF7CB088	76	8.259878548971733
32FF7CB088	77	7.135563512868215
32FF7CB088	78	9.809089702471173
32FF7CB088	79	1.8811190115079777
32FF7CB088	80	5.530364570315157
32FF7CB088	81	3.3462051030132036
32FF7CB088	82	13.877108283640816
32FF7CB088	83	7.353263283128363
32FF7CB088	84	11.893876775304552
32FF7CB088	85	10.576945048154514
32FF7CB088	86	8.900968533256414
32FF7CB088	87	4.738390330586832
32FF7CB088	88	10.460047661882609
32FF7CB088	89	4.349432132171675
32FF7CB088	90	6.187733976060126
32FF7CB088	91	9.710170465180475
