Source Name	Cell ID	Predicted Archetype
E794F7AE68	1	2
E794F7AE68	2	1
E794F7AE68	3	1
E794F7AE68	4	2
E794F7AE68	5	1
E794F7AE68	6	1
E794F7AE68	7	1
E794F7AE68	8	1
E794F7AE68	9	1
E794F7AE68	10	1
E794F7AE68	11	1
E794F7AE68	12	1
E794F7AE68	13	1
E794F7AE68	14	1
E794F7AE68	15	1
E794F7AE68	16	2
E794F7AE68	17	2
E794F7AE68	18	2
E794F7AE68	19	2
E794F7AE68	20	1
E794F7AE68	21	2
E794F7AE68	22	2
E794F7AE68	23	2
E794F7AE68	24	1
E794F7AE68	25	1
E794F7AE68	26	1
E794F7AE68	27	1
E794F7AE68	28	2
E794F7AE68	29	1
E794F7AE68	30	2
E794F7AE68	31	1
E794F7AE68	32	1
E794F7AE68	33	1
E794F7AE68	34	3
E794F7AE68	35	2
E794F7AE68	36	2
E794F7AE68	37	2
E794F7AE68	38	3
E794F7AE68	39	1
E794F7AE68	40	1
E794F7AE68	41	1
E794F7AE68	42	2
E794F7AE68	43	1
E794F7AE68	44	1
E794F7AE68	45	2
E794F7AE68	46	2
E794F7AE68	47	4
E794F7AE68	48	1
E794F7AE68	49	2
E794F7AE68	50	2
E794F7AE68	51	1
E794F7AE68	52	1
E794F7AE68	53	2
E794F7AE68	54	2
E794F7AE68	55	2
E794F7AE68	56	1
E794F7AE68	57	1
E794F7AE68	58	3
E794F7AE68	59	2
E794F7AE68	60	4
E794F7AE68	61	2
E794F7AE68	62	1
E794F7AE68	63	2
E794F7AE68	64	2
E794F7AE68	65	2
E794F7AE68	66	1
E794F7AE68	67	2
E794F7AE68	68	3
E794F7AE68	69	4
E794F7AE68	70	3
E794F7AE68	71	2
E794F7AE68	72	4
E794F7AE68	73	2
E794F7AE68	74	2
E794F7AE68	75	2
E794F7AE68	76	4
E794F7AE68	77	2
E794F7AE68	78	4
E794F7AE68	79	4
E794F7AE68	80	2
E794F7AE68	81	2
