Source Name	Cell ID	feature 1	feature 2	feature 3	feature 4	feature 5	feature 6	feature 7	feature 8	feature 9	feature 10	feature 11	feature 12	feature 13	feature 14	feature 15	feature 16	feature 17	feature 18	feature 19	feature 20
597E83AEEE	1	-0.5399814104998053	1.7476078968871251	0.11125848153996519	2.980205946462412	0.9966171318076904	0.1116621460019359	0.9000712609308129	1.1867475953771711	-1.85350954661002	1.2654093405059377	1.167203369447088	-0.8857356443796828	0.6883908066191656	0.1970035360210337	0.22943352419090546	-0.5882861892342827	-1.8006793452625356	-0.39494279495115936	0.056518221485772166	-0.09871311407665027
597E83AEEE	2	-3.1076509499895932	4.096089720940507	0.7938485831144615	0.11566266181864852	1.0857407954878089	-0.15446628419182684	0.254615441011372	-2.1245856098870015	-0.5364152366704643	0.4081685060173832	-0.8413348749700993	-0.04248693052219968	0.5984944550229538	0.6972603245316533	-0.969919564268144	-0.8540933749512749	1.377352156589225	-0.1072674431968222	-0.11567564093687135	-0.021302753060725522
597E83AEEE	3	-0.2257712049852717	-1.0647697678375105	-5.523691680358044	2.019006575438287	-0.5666474238824171	0.1982314040160523	-1.0289425562302128	1.0689579728522374	0.26783798896048333	0.6860929864568855	-0.9017074572354664	-0.9083346071420118	-0.20700636338445486	0.0823270825566815	-0.43746212495732717	-0.35122413819817305	0.9436574578459709	0.4438148320582501	-0.06422649064665369	0.10467908176496799
597E83AEEE	4	-3.1844524186250593	3.573092576615817	2.245511779132176	0.5610763858589429	0.1884610574825044	-0.9043710814992398	0.7635833410089088	0.013513629572398846	1.2848298139734202	-0.6325680475756287	-0.6304905712178365	0.7886585364753852	-1.808098967756307	-0.04112870069073005	-1.4679158107631594	-0.204279094854278	-0.5644010953593451	0.8088380310740464	-0.40406662931383514	-0.5827852163967504
597E83AEEE	5	-1.6803322420397735	0.1623352811817617	-2.3134630519944177	1.188715551620974	-1.5044681933112414	-1.4831910000242323	1.4888503967767037	-0.17038533253122884	0.863595155289367	-0.4467187165241498	-0.6342162521412013	0.003357278408251854	0.9986742733512939	0.07959619658362285	0.028881644310031013	-0.162500286503711	0.5132241104358587	0.02887368581022786	-0.5735574156604982	-0.7408540642369679
597E83AEEE	6	7.743656927279416	0.7114383509627883	0.9131557648547606	1.2275673274228216	0.47757525868362527	0.9936577348522858	-1.8641635376082573	-0.022486639878234724	1.8980116531250661	-0.5963635693389076	0.3045819981088744	0.3849882747131215	1.465646084678502	-0.020983083840509176	-0.13668493680764493	0.22146171102314172	-0.32000261265333174	1.1661205769673935	0.29199976526100424	-0.5909470474336653
597E83AEEE	7	-3.7086470627391956	2.9187858635819195	4.087381897293002	3.5630090271172348	-0.7003509356684605	-2.797625200538471	-1.2745674808301144	1.4908761884387578	0.3062842849130677	-0.7751705881279379	0.45105065815188744	1.2195043244178543	-0.03197897842632469	-0.9138993292938005	0.3428993855083823	0.26321769612120277	1.2912772645744122	0.45004677262590376	-0.848753808058279	-1.0136972763043899
597E83AEEE	8	-0.8209241651482226	1.9407419542693563	-2.75793470848873	0.060606867003647646	0.5426082167735407	-2.7859423400197714	-0.5534132635988285	-0.019873383634061284	-0.7738318093903259	0.12922120964327397	0.8563408569250991	0.3441792199068974	0.5245907799592576	-0.653682994505512	0.22910248565278823	0.8521103061952898	-0.43097487062474776	0.7896791171180824	0.7219730177334162	-0.34393824739324363
597E83AEEE	9	-0.9252763343453768	-1.8656423761876741	1.7529239048150322	-0.012044027674316976	-0.35333858414562586	-2.3123183637058635	0.4984496877190985	1.0308411461364708	-1.62151502972603	-0.06805996277082962	0.3030486524268676	-0.10084997058895134	0.34065217608780585	0.6645790035871623	-0.3664697859935892	0.3013445792751765	0.3386779165269379	0.42523187441851334	-0.6169819339370696	-0.09299178220018708
597E83AEEE	10	0.21545457240177462	-0.8488434205908056	-4.312744060756383	2.354524753396327	0.8871644498813466	-1.4727239885842955	0.46661675849548767	1.7019734128114339	-0.07578160912385366	0.7919860687735555	0.1660614396637771	-0.7984714847212686	-0.016663666453336307	0.37099854299485346	-0.7173118323491128	0.23485321899413378	-0.5674326538884905	0.5575526460586963	0.9525257973799781	-0.32723675800032476
597E83AEEE	11	3.48065266440924	6.751372497174572	-4.163842003477187	2.699183068149589	-2.6933259458631182	1.5526188599880095	-0.14417511409364966	1.5024702073390306	-2.723843269746971	0.40694282673217536	-1.1452430941950615	0.4205174999771494	-0.6090039434011701	1.1323165532159738	-1.1701971979890002	0.3956421153403107	2.723931139423977	-0.5157663229019531	0.269155882697295	0.8152402290707306
597E83AEEE	12	-0.5524006150014846	1.7463320208949944	-0.9649942894813355	1.7232359672405975	0.9436820825797734	-1.7772188590037223	-0.642343115935772	0.3992021546356821	0.15607160749474563	-0.44459283930990956	0.9649111718844764	-0.9848767761265941	0.8072799895527134	0.8763245846831974	0.27809853259325296	-0.5839444959964221	0.09066650044268751	0.5832372120557253	-0.20641988389494614	-0.25440541227208047
597E83AEEE	13	-3.163964424432316	2.185970814509068	-1.6264000713875548	2.4817802411585625	-1.8646003564097464	-2.2100772294169153	-0.0966732211505922	-1.0909476227828245	-1.9098876423850106	2.3350091643836937	-0.323329953670636	0.13054476963787315	-0.5404714861158737	-0.4481549305523666	-0.08559330386418162	0.77052361774254	0.8383828892614944	1.2250422296528172	-0.3343770122643464	0.2620110794329849
597E83AEEE	14	-3.55374254364999	3.6588539767578023	0.09716983409467139	-0.5815707831702053	0.7454168250637034	0.20815854003748885	-0.7629948980214981	-0.2977661193078025	-0.7538944544210198	-2.3099663681549267	0.5088535062953095	0.8308314347517118	-1.2063866886623984	-0.27267489353359214	-1.1377984686541749	0.7614507712072229	0.18047869546691747	0.3606420878085269	0.5387287355568059	-0.29826210038798284
597E83AEEE	15	-1.8505545184395118	3.6782945489014307	-0.3050766648412521	1.4982479436127538	-1.2451855500201559	-1.2813934745235467	-0.6787225405432296	-0.8932547018824234	-1.3784633960131307	0.9528243360636571	0.24130048759169673	0.6348673312943626	-1.1222231532742781	0.09643510058842397	0.37782420869408634	-0.06602453819380522	-0.5621434594286115	0.08293309680520503	0.06496092926629396	0.38852875844997725
