Source Name	Cell ID	Predicted Archetype
23BA70245C	1	1
23BA70245C	2	1
23BA70245C	3	1
23BA70245C	4	1
23BA70245C	5	1
23BA70245C	6	2
23BA70245C	7	1
23BA70245C	8	3
23BA70245C	9	1
23BA70245C	10	1
23BA70245C	11	1
23BA70245C	12	1
23BA70245C	13	1
23BA70245C	14	2
23BA70245C	15	3
23BA70245C	16	1
23BA70245C	17	2
23BA70245C	18	1
23BA70245C	19	1
23BA70245C	20	2
23BA70245C	21	3
23BA70245C	22	2
23BA70245C	23	3
23BA70245C	24	1
23BA70245C	25	1
23BA70245C	26	2
23BA70245C	27	2
23BA70245C	28	1
23BA70245C	29	2
23BA70245C	30	1
23BA70245C	31	1
23BA70245C	32	1
23BA70245C	33	1
23BA70245C	34	2
23BA70245C	35	1
23BA70245C	36	2
23BA70245C	37	1
23BA70245C	38	1
23BA70245C	39	1
23BA70245C	40	1
23BA70245C	41	1
23BA70245C	42	2
23BA70245C	43	2
23BA70245C	44	1
23BA70245C	45	3
23BA70245C	46	1
23BA70245C	47	3
23BA70245C	48	3
23BA70245C	49	3
23BA70245C	50	1
23BA70245C	51	1
23BA70245C	52	3
23BA70245C	53	2
23BA70245C	54	2
23BA70245C	55	2
23BA70245C	56	2
23BA70245C	57	1
23BA70245C	58	1
23BA70245C	59	2
23BA70245C	60	3
23BA70245C	61	2
23BA70245C	62	1
23BA70245C	63	4
23BA70245C	64	2
23BA70245C	65	2
23BA70245C	66	3
23BA70245C	67	3
23BA70245C	68	3
23BA70245C	69	2
23BA70245C	70	4
23BA70245C	71	2
23BA70245C	72	3
23BA70245C	73	2
23BA70245C	74	4
23BA70245C	75	4
23BA70245C	76	2
23BA70245C	77	1
23BA70245C	78	2
23BA70245C	79	3
23BA70245C	80	2
23BA70245C	81	1
23BA70245C	82	2
23BA70245C	83	2
