Source Name	Cell ID	Predicted Archetype
A9213445AE	1	1
A9213445AE	2	1
A9213445AE	3	1
A9213445AE	4	2
A9213445AE	5	1
A9213445AE	6	1
A9213445AE	7	4
A9213445AE	8	2
A9213445AE	9	1
A9213445AE	10	2
A9213445AE	11	2
A9213445AE	12	2
A9213445AE	13	2
A9213445AE	14	2
A9213445AE	15	3
A9213445AE	16	2
A9213445AE	17	1
A9213445AE	18	1
A9213445AE	19	2
A9213445AE	20	2
A9213445AE	21	2
A9213445AE	22	1
A9213445AE	23	2
A9213445AE	24	3
A9213445AE	25	1
A9213445AE	26	2
A9213445AE	27	3
A9213445AE	28	2
A9213445AE	29	1
A9213445AE	30	2
A9213445AE	31	3
A9213445AE	32	1
A9213445AE	33	4
A9213445AE	34	1
A9213445AE	35	1
A9213445AE	36	3
A9213445AE	37	2
A9213445AE	38	2
A9213445AE	39	4
A9213445AE	40	1
A9213445AE	41	1
A9213445AE	42	1
A9213445AE	43	1
A9213445AE	44	1
A9213445AE	45	1
A9213445AE	46	3
A9213445AE	47	1
A9213445AE	48	4
A9213445AE	49	4
A9213445AE	50	1
A9213445AE	51	1
A9213445AE	52	2
A9213445AE	53	1
A9213445AE	54	2
A9213445AE	55	3
A9213445AE	56	1
A9213445AE	57	4
A9213445AE	58	1
A9213445AE	59	2
A9213445AE	60	1
A9213445AE	61	1
A9213445AE	62	2
A9213445AE	63	2
A9213445AE	64	2
A9213445AE	65	2
A9213445AE	66	2
A9213445AE	67	1
A9213445AE	68	2
A9213445AE	69	2
A9213445AE	70	2
A9213445AE	71	2
A9213445AE	72	2
A9213445AE	73	3
A9213445AE	74	2
A9213445AE	75	1
A9213445AE	76	1
A9213445AE	77	2
A9213445AE	78	2
A9213445AE	79	2
A9213445AE	80	3
A9213445AE	81	2
A9213445AE	82	2
A9213445AE	83	2
A9213445AE	84	3
