Source Name	Cell ID	Annotated Archetype
66A939E038	1	nan
66A939E038	2	nan
66A939E038	3	nan
66A939E038	4	nan
66A939E038	5	nan
66A939E038	6	nan
66A939E038	7	nan
66A939E038	8	nan
66A939E038	9	nan
66A939E038	10	nan
66A939E038	11	nan
66A939E038	12	nan
66A939E038	13	nan
66A939E038	14	nan
66A939E038	15	nan
66A939E038	16	nan
66A939E038	17	nan
66A939E038	18	nan
66A939E038	19	nan
66A939E038	20	nan
66A939E038	21	nan
66A939E038	22	nan
66A939E038	23	nan
66A939E038	24	nan
66A939E038	25	nan
66A939E038	26	nan
66A939E038	27	nan
66A939E038	28	nan
66A939E038	29	nan
66A939E038	30	nan
66A939E038	31	nan
66A939E038	32	nan
66A939E038	33	nan
66A939E038	34	nan
66A939E038	35	nan
66A939E038	36	nan
66A939E038	37	nan
66A939E038	38	nan
66A939E038	39	nan
66A939E038	40	nan
66A939E038	41	nan
66A939E038	42	nan
66A939E038	43	nan
66A939E038	44	nan
66A939E038	45	nan
66A939E038	46	nan
66A939E038	47	nan
66A939E038	48	nan
66A939E038	49	nan
66A939E038	50	nan
66A939E038	51	nan
66A939E038	52	nan
66A939E038	53	nan
66A939E038	54	nan
66A939E038	55	nan
66A939E038	56	nan
66A939E038	57	nan
66A939E038	58	nan
66A939E038	59	nan
66A939E038	60	nan
66A939E038	61	nan
66A939E038	62	nan
66A939E038	63	nan
66A939E038	64	nan
66A939E038	65	nan
66A939E038	66	nan
66A939E038	67	nan
66A939E038	68	nan
66A939E038	69	nan
66A939E038	70	nan
66A939E038	71	nan
66A939E038	72	nan
66A939E038	73	nan
66A939E038	74	nan
66A939E038	75	nan
66A939E038	76	nan
66A939E038	77	nan
66A939E038	78	nan
66A939E038	79	nan
66A939E038	80	nan
66A939E038	81	nan
66A939E038	82	nan
66A939E038	83	nan
66A939E038	84	nan
66A939E038	85	nan
66A939E038	86	nan
66A939E038	87	nan
66A939E038	88	nan
66A939E038	89	nan
66A939E038	90	nan
66A939E038	91	nan
66A939E038	92	nan
66A939E038	93	nan
66A939E038	94	nan
66A939E038	95	nan
66A939E038	96	nan
66A939E038	97	nan
66A939E038	98	nan
66A939E038	99	nan
66A939E038	100	nan
66A939E038	101	nan
66A939E038	102	nan
66A939E038	103	nan
66A939E038	104	nan
