Source Name	Cell ID	Predicted Archetype
03887B26C1	1	1
03887B26C1	2	1
03887B26C1	3	1
03887B26C1	4	1
03887B26C1	5	1
03887B26C1	6	1
03887B26C1	7	1
03887B26C1	8	1
03887B26C1	9	2
03887B26C1	10	1
03887B26C1	11	1
03887B26C1	12	2
03887B26C1	13	1
03887B26C1	14	1
03887B26C1	15	2
03887B26C1	16	1
03887B26C1	17	1
03887B26C1	18	1
03887B26C1	19	1
03887B26C1	20	2
03887B26C1	21	2
03887B26C1	22	1
03887B26C1	23	1
03887B26C1	24	1
03887B26C1	25	1
03887B26C1	26	1
03887B26C1	27	4
03887B26C1	28	1
03887B26C1	29	1
03887B26C1	30	1
03887B26C1	31	1
03887B26C1	32	1
03887B26C1	33	2
03887B26C1	34	1
03887B26C1	35	2
03887B26C1	36	1
03887B26C1	37	1
03887B26C1	38	2
03887B26C1	39	1
03887B26C1	40	1
03887B26C1	41	1
03887B26C1	42	2
03887B26C1	43	1
03887B26C1	44	2
03887B26C1	45	1
03887B26C1	46	2
03887B26C1	47	2
03887B26C1	48	3
03887B26C1	49	1
03887B26C1	50	1
03887B26C1	51	3
03887B26C1	52	1
03887B26C1	53	3
03887B26C1	54	2
03887B26C1	55	3
03887B26C1	56	1
03887B26C1	57	1
03887B26C1	58	2
03887B26C1	59	2
03887B26C1	60	1
03887B26C1	61	1
03887B26C1	62	3
03887B26C1	63	1
03887B26C1	64	1
03887B26C1	65	3
03887B26C1	66	1
03887B26C1	67	3
03887B26C1	68	3
03887B26C1	69	2
03887B26C1	70	2
03887B26C1	71	1
03887B26C1	72	1
03887B26C1	73	2
03887B26C1	74	3
03887B26C1	75	1
03887B26C1	76	1
03887B26C1	77	1
03887B26C1	78	1
03887B26C1	79	2
03887B26C1	80	1
03887B26C1	81	2
03887B26C1	82	1
03887B26C1	83	2
03887B26C1	84	2
03887B26C1	85	3
03887B26C1	86	2
03887B26C1	87	2
03887B26C1	88	2
03887B26C1	89	2
03887B26C1	90	1
03887B26C1	91	1
03887B26C1	92	3
03887B26C1	93	2
03887B26C1	94	1
03887B26C1	95	3
03887B26C1	96	2
03887B26C1	97	2
03887B26C1	98	2
03887B26C1	99	1
03887B26C1	100	2
03887B26C1	101	2
03887B26C1	102	4
03887B26C1	103	2
03887B26C1	104	1
03887B26C1	105	2
03887B26C1	106	2
03887B26C1	107	2
03887B26C1	108	1
03887B26C1	109	2
03887B26C1	110	3
03887B26C1	111	1
03887B26C1	112	1
03887B26C1	113	2
03887B26C1	114	2
03887B26C1	115	2
03887B26C1	116	1
03887B26C1	117	2
03887B26C1	118	1
03887B26C1	119	2
03887B26C1	120	2
03887B26C1	121	4
03887B26C1	122	1
03887B26C1	123	2
03887B26C1	124	2
03887B26C1	125	2
03887B26C1	126	1
03887B26C1	127	2
03887B26C1	128	3
03887B26C1	129	2
03887B26C1	130	1
03887B26C1	131	2
03887B26C1	132	2
03887B26C1	133	3
03887B26C1	134	1
03887B26C1	135	2
03887B26C1	136	1
03887B26C1	137	2
03887B26C1	138	2
03887B26C1	139	2
03887B26C1	140	1
03887B26C1	141	4
03887B26C1	142	2
03887B26C1	143	1
03887B26C1	144	2
03887B26C1	145	2
03887B26C1	146	3
03887B26C1	147	2
03887B26C1	148	2
03887B26C1	149	1
03887B26C1	150	2
03887B26C1	151	4
03887B26C1	152	2
03887B26C1	153	4
03887B26C1	154	4
03887B26C1	155	4
03887B26C1	156	2
03887B26C1	157	2
03887B26C1	158	4
03887B26C1	159	4
03887B26C1	160	4
03887B26C1	161	3
03887B26C1	162	4
03887B26C1	163	4
