Source Name	Spot Number	Z	Y	X	Spot Sigma
7386DF8F0F	1	115.0	707.0	653.0	1.3333333333333333
7386DF8F0F	2	113.0	758.0	372.0	1.3333333333333333
7386DF8F0F	3	112.0	362.0	727.0	1.6666666666666665
7386DF8F0F	4	112.0	184.0	985.0	2.0
7386DF8F0F	5	111.0	287.0	556.0	1.3333333333333333
7386DF8F0F	6	110.0	662.0	625.0	1.3333333333333333
7386DF8F0F	7	110.0	652.0	624.0	1.6666666666666665
7386DF8F0F	8	110.0	592.0	681.0	1.3333333333333333
7386DF8F0F	9	110.0	527.0	739.0	1.3333333333333333
7386DF8F0F	10	110.0	509.0	749.0	1.3333333333333333
7386DF8F0F	11	110.0	153.0	1050.0	1.3333333333333333
7386DF8F0F	12	110.0	101.0	1362.0	1.6666666666666665
7386DF8F0F	13	109.0	755.0	368.0	1.3333333333333333
7386DF8F0F	14	109.0	628.0	806.0	1.3333333333333333
7386DF8F0F	15	109.0	614.0	941.0	1.3333333333333333
7386DF8F0F	16	109.0	605.0	961.0	1.3333333333333333
7386DF8F0F	17	109.0	604.0	735.0	1.6666666666666665
7386DF8F0F	18	109.0	582.0	868.0	1.3333333333333333
7386DF8F0F	19	109.0	574.0	742.0	1.3333333333333333
7386DF8F0F	20	109.0	532.0	592.0	1.3333333333333333
7386DF8F0F	21	109.0	497.0	675.0	1.3333333333333333
7386DF8F0F	22	109.0	428.0	996.0	1.3333333333333333
7386DF8F0F	23	109.0	256.0	520.0	1.3333333333333333
7386DF8F0F	24	109.0	221.0	969.0	1.6666666666666665
7386DF8F0F	25	109.0	208.0	1187.0	1.3333333333333333
7386DF8F0F	26	108.0	728.0	505.0	1.3333333333333333
7386DF8F0F	27	108.0	689.0	1030.0	1.3333333333333333
7386DF8F0F	28	108.0	681.0	542.0	1.3333333333333333
7386DF8F0F	29	108.0	607.0	1402.0	1.6666666666666665
7386DF8F0F	30	108.0	607.0	601.0	1.6666666666666665
7386DF8F0F	31	108.0	594.0	741.0	1.3333333333333333
7386DF8F0F	32	108.0	592.0	783.0	1.3333333333333333
7386DF8F0F	33	108.0	571.0	1569.0	1.3333333333333333
7386DF8F0F	34	108.0	570.0	628.0	1.3333333333333333
7386DF8F0F	35	108.0	527.0	605.0	1.3333333333333333
7386DF8F0F	36	108.0	485.0	1512.0	1.6666666666666665
7386DF8F0F	37	108.0	452.0	1012.0	1.3333333333333333
7386DF8F0F	38	108.0	399.0	1018.0	1.3333333333333333
7386DF8F0F	39	108.0	395.0	1008.0	1.3333333333333333
7386DF8F0F	40	108.0	358.0	1458.0	2.333333333333333
7386DF8F0F	41	108.0	216.0	923.0	1.6666666666666665
7386DF8F0F	42	108.0	202.0	1301.0	1.3333333333333333
7386DF8F0F	43	107.0	622.0	1261.0	1.6666666666666665
7386DF8F0F	44	107.0	605.0	707.0	1.3333333333333333
7386DF8F0F	45	107.0	580.0	745.0	1.3333333333333333
7386DF8F0F	46	107.0	551.0	949.0	1.3333333333333333
7386DF8F0F	47	107.0	545.0	752.0	1.3333333333333333
7386DF8F0F	48	107.0	517.0	778.0	1.3333333333333333
7386DF8F0F	49	107.0	460.0	891.0	1.3333333333333333
7386DF8F0F	50	107.0	442.0	1009.0	1.3333333333333333
7386DF8F0F	51	107.0	441.0	1004.0	1.3333333333333333
7386DF8F0F	52	107.0	423.0	984.0	1.3333333333333333
7386DF8F0F	53	107.0	371.0	1056.0	1.3333333333333333
7386DF8F0F	54	107.0	358.0	1042.0	1.3333333333333333
7386DF8F0F	55	107.0	324.0	757.0	1.6666666666666665
7386DF8F0F	56	107.0	224.0	1229.0	1.3333333333333333
7386DF8F0F	57	106.0	725.0	1154.0	1.3333333333333333
7386DF8F0F	58	106.0	686.0	487.0	1.6666666666666665
7386DF8F0F	59	106.0	629.0	746.0	1.3333333333333333
7386DF8F0F	60	106.0	599.0	636.0	1.6666666666666665
7386DF8F0F	61	106.0	534.0	708.0	1.6666666666666665
