Source Name	Cell ID	Annotated Archetype
8B697371A1	1	nan
8B697371A1	2	nan
8B697371A1	3	nan
8B697371A1	4	nan
8B697371A1	5	nan
8B697371A1	6	nan
8B697371A1	7	nan
8B697371A1	8	nan
8B697371A1	9	nan
8B697371A1	10	nan
8B697371A1	11	nan
8B697371A1	12	nan
8B697371A1	13	nan
8B697371A1	14	nan
8B697371A1	15	nan
8B697371A1	16	nan
8B697371A1	17	nan
8B697371A1	18	nan
8B697371A1	19	nan
8B697371A1	20	nan
8B697371A1	21	nan
8B697371A1	22	nan
8B697371A1	23	nan
8B697371A1	24	nan
8B697371A1	25	nan
8B697371A1	26	nan
8B697371A1	27	nan
8B697371A1	28	nan
8B697371A1	29	nan
8B697371A1	30	nan
8B697371A1	31	nan
8B697371A1	32	nan
8B697371A1	33	nan
8B697371A1	34	nan
8B697371A1	35	nan
8B697371A1	36	nan
8B697371A1	37	nan
8B697371A1	38	nan
8B697371A1	39	nan
8B697371A1	40	nan
8B697371A1	41	nan
8B697371A1	42	nan
8B697371A1	43	nan
8B697371A1	44	nan
8B697371A1	45	nan
8B697371A1	46	nan
8B697371A1	47	nan
8B697371A1	48	nan
8B697371A1	49	nan
8B697371A1	50	nan
8B697371A1	51	nan
8B697371A1	52	nan
8B697371A1	53	nan
8B697371A1	54	nan
8B697371A1	55	nan
8B697371A1	56	nan
8B697371A1	57	nan
8B697371A1	58	nan
8B697371A1	59	nan
8B697371A1	60	nan
8B697371A1	61	nan
8B697371A1	62	nan
8B697371A1	63	nan
8B697371A1	64	nan
8B697371A1	65	nan
8B697371A1	66	nan
8B697371A1	67	nan
8B697371A1	68	nan
8B697371A1	69	nan
8B697371A1	70	nan
8B697371A1	71	nan
8B697371A1	72	nan
