Source Name	Cell ID	Predicted Archetype
8B697371A1	1	1
8B697371A1	2	1
8B697371A1	3	2
8B697371A1	4	1
8B697371A1	5	1
8B697371A1	6	2
8B697371A1	7	1
8B697371A1	8	1
8B697371A1	9	1
8B697371A1	10	1
8B697371A1	11	1
8B697371A1	12	4
8B697371A1	13	1
8B697371A1	14	2
8B697371A1	15	2
8B697371A1	16	4
8B697371A1	17	2
8B697371A1	18	2
8B697371A1	19	1
8B697371A1	20	1
8B697371A1	21	1
8B697371A1	22	1
8B697371A1	23	4
8B697371A1	24	2
8B697371A1	25	2
8B697371A1	26	3
8B697371A1	27	1
8B697371A1	28	2
8B697371A1	29	2
8B697371A1	30	2
8B697371A1	31	2
8B697371A1	32	1
8B697371A1	33	2
8B697371A1	34	2
8B697371A1	35	4
8B697371A1	36	4
8B697371A1	37	2
8B697371A1	38	2
8B697371A1	39	2
8B697371A1	40	4
8B697371A1	41	1
8B697371A1	42	1
8B697371A1	43	2
8B697371A1	44	2
8B697371A1	45	2
8B697371A1	46	1
8B697371A1	47	1
8B697371A1	48	4
8B697371A1	49	1
8B697371A1	50	2
8B697371A1	51	2
8B697371A1	52	2
8B697371A1	53	2
8B697371A1	54	2
8B697371A1	55	2
8B697371A1	56	4
8B697371A1	57	1
8B697371A1	58	2
8B697371A1	59	2
8B697371A1	60	2
8B697371A1	61	2
8B697371A1	62	1
8B697371A1	63	2
8B697371A1	64	2
8B697371A1	65	2
8B697371A1	66	1
8B697371A1	67	4
8B697371A1	68	2
8B697371A1	69	4
8B697371A1	70	4
8B697371A1	71	1
8B697371A1	72	1
