Source Name	Cell ID	Centroids RAW X	Centroids RAW Y	Centroids RAW Z	Centroids TFOR X	Centroids TFOR Y	Centroids TFOR Z	Longest Extension	Major Axis Length	Major/Medium Axis Eccentricity	Major/Minor Axis Eccentricity	Medium Axis Length	Medium/Minor Axis Eccentricity	Minor Axis Length	Orientation along X	Orientation along Y	Orientation along Z	Roundness (Smoothness)	Sphericity	Surface Area	Volume	X Axis Length	Y Axis Length	Y/X Aspect Ratio	Z Axis Length	Z/X Aspect Ratio	Z/Y Aspect Ratio
74FF349E2F	45	95.60843729531008	32.49831348748103	12.40836995823852	-32.079729708526635	1.8902477683379182	-1.6895155222332612	7.025323577298253	13.222891706906765	0.7256559733503283	0.852952551655359	9.09811254948251	0.6515094554677948	6.9021967806926705	0.21412921323976847	-0.013464668574710357	0.976712538435691	0.8942693896276934	0.840393622563651	339.28120675776535	356.844577925	10.064330777457933	7.258435484355881	0.7212039871158955	13.490756133650464	1.3404523789964289	1.8586314037959164
74FF349E2F	46	75.92061866089412	48.6066709793493	12.42990317609364	-57.19713095156072	5.915617508966871	-1.7385113854770045	6.7297684070002575	11.954006667509613	0.7979582154819841	0.8818458843963864	7.204832503142432	0.622827796219793	5.63676523633829	0.23380268526873227	-0.2617422800531967	-0.9363905612476473	0.8633374244692225	0.7828475162471035	234.99146273025875	188.489824325	7.581055261701479	6.266928603698848	0.8266564993080276	11.832825807486477	1.5608415186292597	1.8881379629093813
74FF349E2F	47	108.66718343069147	33.924409656771	14.403135266730168	-21.52037613722562	9.65288728990452	0.49798747498258045	8.28337844418963	14.618501703512045	0.8528861441981899	0.9359303366482161	7.632275150669665	0.738220958420237	5.148419735343342	-0.30744016082405623	-0.018269971796022317	-0.9513920094488134	0.8486498649937511	0.6902544414239093	258.72176796284396	202.840942975	7.588308478770454	6.77672707270599	0.8930484430970358	13.901353886913707	1.8319436967810467	2.05133742849154
74FF349E2F	48	50.64376373159793	49.814246489420015	13.244562240904145	-79.65733890624576	-5.76091794076409	-1.2497561864612379	9.829930578459027	17.995316987284337	0.6885638671560944	0.9358518523163785	13.049766654722688	0.8739907875148512	6.341436098781865	-0.7310861302136269	0.29291956866243585	0.616207105203986	0.7809391453739433	0.7597995160024255	419.1301515235803	350.02840455	14.274067287894326	7.964391118454952	0.5579622792733688	12.574992579227061	0.8809677245876352	1.5789019389176533
74FF349E2F	49	54.46511325171962	64.5733405814434	13.713463451405048	-83.77824071877188	8.908220646456527	-0.5512003348809312	8.639253997098317	15.204708801252934	0.88895393516194	0.9369579473518513	6.963705193056491	0.6464224130147583	5.313165887741882	0.6947598768956338	0.3993255214342272	-0.5982038460150907	0.8225540296491881	0.6691968961624193	219.5605641625117	186.40376452499999	10.588977113795508	8.764586331359766	0.8277084969747557	13.140022032787972	1.2409151414322084	1.4992175940777557
74FF349E2F	50	104.10561673441256	14.76020507353273	13.081187075246234	-15.819516580863471	-9.181000061960606	-1.1166526055518413	6.858823078844599	12.13785316497399	0.7523939061107453	0.8525745520796492	7.99536714160048	0.6087355050730758	6.343310268189506	-0.19742084033473015	0.4724908902268334	0.8589396780066592	0.8583831010495939	0.7788930515531105	242.75835132203133	209.736829775	6.337364389727433	9.011503179632376	1.4219638678564221	11.663291251886704	1.8404009197880977	1.2942670073343423
74FF349E2F	51	98.21475608498352	21.99494760153099	12.669827517647597	-24.546946432271028	-5.882161869876803	-1.5198772256528232	8.678285514606527	14.221949271694054	0.7188457630765632	0.9031771407243333	9.886666746967194	0.786569958506969	6.105028327065337	-0.18050247042406384	0.21512661669871808	-0.9597600726007374	0.804625708027504	0.7277716418124789	289.476121356381	235.8004176	9.937124727269929	6.3138114384909825	0.6353760883331092	14.054157775636172	1.4143082794430553	2.2259387871417258
74FF349E2F	52	66.50890341941859	44.37050705720177	10.3501065594769	-63.190649162564156	-2.4410030918019823	-3.995866943999724	8.441621955643203	14.853521120624196	0.8186664735557253	0.8317601637132803	8.529920868078227	0.25598443433113194	8.245711612369435	-0.8801669883107898	0.13129827392740834	0.45614343791355516	0.8328964417728139	0.7702749176185686	368.61485322431577	332.255012925	14.021768733249857	9.735112431245321	0.6942856223381023	8.590046655971175	0.6126221890681719	0.8823777554331061
74FF349E2F	53	38.23505765167522	57.176551334569446	14.801993023155536	-94.09367661543791	-5.662117361228216	0.22926438268776217	7.4231341481727	13.69939921438019	0.8373245866550197	0.9545747397062241	7.4895448262357975	0.8384161000251482	4.0820317169360445	0.2070966853327237	-0.2622195406565974	-0.9425242041571357	0.8482550183083165	0.6896300240568598	219.49344622575796	156.663901625	7.267871057681944	7.786501182798171	1.0713592909120269	13.207034406254994	1.8171806160891524	1.6961449174928258
74FF349E2F	54	101.96150392990232	42.45411606420633	14.883726019647174	-31.608221416722586	13.646016193357692	0.9912375266543048	9.839713077111096	17.72050704258546	0.8221879502407198	0.963376888391334	10.086798001882151	0.8820860811760282	4.75177208419564	-0.9315660286593589	0.0032400937461085403	0.36355774787555695	0.8532198535689816	0.7227686520409287	371.5705918377786	288.958463475	15.464274600611574	5.85242598747725	0.37844814183820824	13.840786300438012	0.8950168474045749	2.364965627938548
74FF349E2F	55	62.24037060293248	62.11351946216057	13.342057163521599	-75.81862582808657	10.69707204851366	-0.8475631201247589	7.893728019822521	13.814652055275861	0.8444678990022375	0.8683564252882003	7.399212854159128	0.37766394048831736	6.851247385251484	-0.15526857890926343	-0.5737463493569178	0.8041808223298461	0.8239883514390319	0.7489361599432517	266.2167985604061	205.48499675	9.195561871832211	7.6001159086091015	0.8264982623726049	12.615688466293815	1.3719323127973413	1.6599336928537205
74FF349E2F	56	121.86362589992002	14.184535904500798	14.33579130743934	-0.18760696070501837	-0.7735118743967675	0.3699072812438091	7.1472163951875265	13.413812220546724	0.8463520748376748	0.8891658393841732	7.144516305933147	0.5117827566295298	6.137960405959826	-0.7278794848630957	-0.2825615453326529	0.6247803042787582	0.8404528420346769	0.743065176399001	251.06775038964994	197.612282725	10.100986917669857	7.802424848695782	0.7724418328912837	10.400440526245632	1.0296459752909821	1.3329754182745024
