Source Name	Cell ID	pea3 spot count
74FF349E2F	1	14
74FF349E2F	2	8
74FF349E2F	3	3
74FF349E2F	4	8
74FF349E2F	5	2
74FF349E2F	6	10
74FF349E2F	7	6
74FF349E2F	8	12
74FF349E2F	9	11
74FF349E2F	10	9
74FF349E2F	11	18
74FF349E2F	12	13
74FF349E2F	13	16
74FF349E2F	14	23
74FF349E2F	15	3
74FF349E2F	16	9
74FF349E2F	17	0
74FF349E2F	18	7
74FF349E2F	19	14
74FF349E2F	20	2
74FF349E2F	21	6
74FF349E2F	22	22
74FF349E2F	23	7
74FF349E2F	24	19
74FF349E2F	25	23
74FF349E2F	26	10
74FF349E2F	27	7
74FF349E2F	28	1
74FF349E2F	29	17
74FF349E2F	30	1
74FF349E2F	31	8
74FF349E2F	32	26
74FF349E2F	33	24
74FF349E2F	34	6
74FF349E2F	35	22
74FF349E2F	36	12
74FF349E2F	37	0
74FF349E2F	38	21
74FF349E2F	39	0
74FF349E2F	40	20
74FF349E2F	41	22
74FF349E2F	42	4
74FF349E2F	43	21
74FF349E2F	44	10
74FF349E2F	45	17
74FF349E2F	46	10
74FF349E2F	47	7
74FF349E2F	48	38
74FF349E2F	49	9
74FF349E2F	50	1
74FF349E2F	51	17
74FF349E2F	52	27
74FF349E2F	53	2
74FF349E2F	54	6
74FF349E2F	55	11
74FF349E2F	56	0
74FF349E2F	57	8
74FF349E2F	58	8
74FF349E2F	59	9
74FF349E2F	60	0
74FF349E2F	61	11
74FF349E2F	62	5
74FF349E2F	63	7
74FF349E2F	64	26
74FF349E2F	65	22
74FF349E2F	66	14
74FF349E2F	67	3
74FF349E2F	68	19
74FF349E2F	69	17
74FF349E2F	70	52
74FF349E2F	71	6
74FF349E2F	72	12
74FF349E2F	73	1
74FF349E2F	74	4
74FF349E2F	75	24
74FF349E2F	76	3
74FF349E2F	77	12
74FF349E2F	78	18
74FF349E2F	79	3
74FF349E2F	80	12
74FF349E2F	81	18
74FF349E2F	82	12
74FF349E2F	83	9
74FF349E2F	84	12
74FF349E2F	85	32
74FF349E2F	86	6
74FF349E2F	87	26
74FF349E2F	88	0
74FF349E2F	89	14
74FF349E2F	90	1
74FF349E2F	91	15
74FF349E2F	92	11
74FF349E2F	93	14
74FF349E2F	94	12
74FF349E2F	95	12
74FF349E2F	96	5
74FF349E2F	97	6
74FF349E2F	98	5
74FF349E2F	99	14
74FF349E2F	100	36
74FF349E2F	101	11
74FF349E2F	102	7
74FF349E2F	103	5
74FF349E2F	104	10
74FF349E2F	105	1
74FF349E2F	106	25
74FF349E2F	107	49
74FF349E2F	108	39
74FF349E2F	109	2
74FF349E2F	110	14
74FF349E2F	111	68
74FF349E2F	112	22
74FF349E2F	113	1
74FF349E2F	114	9
74FF349E2F	115	17
