Source Name	Cell ID	archetype 1	archetype 2	archetype 3	archetype 4
69DCD8A8EA	1	0.7083849039947334	0.037627423620462855	0.24854294781920816	0.005444724565595575
69DCD8A8EA	2	0.44549905906562415	0.2528628099979607	0.29452783365271984	0.007110297283695133
69DCD8A8EA	3	0.9669115841515173	0.008328312048725002	0.020980990683135824	0.00377911311662173
69DCD8A8EA	4	0.91629701295165	0.02710679630674751	0.05597963588922343	0.0006165548523791069
69DCD8A8EA	5	0.009015557840814113	0.7417843063889275	0.21915517594974043	0.03004495982051785
69DCD8A8EA	6	0.802594928888425	0.1602536092591522	0.03034003523264922	0.006811426619773345
69DCD8A8EA	7	0.6495726082899348	0.12002292785727595	0.2019494998997206	0.028454963953068357
69DCD8A8EA	8	0.9253174585814948	0.00563069121835023	0.0630687838002785	0.005983066399876424
69DCD8A8EA	9	0.005412154246228705	0.8299852576371678	0.16262937345295103	0.0019732146636524755
69DCD8A8EA	10	0.6645633392306055	0.11386031161504226	0.147662100323797	0.07391424883055524
69DCD8A8EA	11	0.4258338723985507	0.21235756796948568	0.26492585874922003	0.09688270088274317
69DCD8A8EA	12	0.9456334118355575	0.025411542704111525	0.027605149202479376	0.0013498962578517425
69DCD8A8EA	13	0.1062006484018215	0.553490941354539	0.3354853489252697	0.004823061318369663
69DCD8A8EA	14	0.40969794233788986	0.35258609633710325	0.22055462696880254	0.01716133435620479
69DCD8A8EA	15	0.9493627337982549	0.010337572114429431	0.03882998305772028	0.0014697110295952916
69DCD8A8EA	16	0.29048091588787117	0.5005538354182644	0.20647204986970497	0.0024931988241595412
69DCD8A8EA	17	0.981641083127728	0.004251823950271439	0.013666684222841018	0.0004404086991595773
69DCD8A8EA	18	0.5110611131551817	0.08865385051347105	0.08250246355207226	0.3177825727792752
69DCD8A8EA	19	0.03249495363068199	0.34723565429000064	0.6173463335216764	0.0029230585576408546
69DCD8A8EA	20	0.9855587978174227	0.006684091248850682	0.006993189109795645	0.0007639218239306488
69DCD8A8EA	21	0.9114511513720828	0.0037702216604222887	0.08196162159933545	0.002817005368159343
69DCD8A8EA	22	0.9554880308897359	0.004692103952006105	0.036982327704369496	0.002837537453888283
69DCD8A8EA	23	0.8275251494750077	0.09123941517857537	0.07900664227299886	0.0022287930734182526
69DCD8A8EA	24	0.049682108170450275	0.4436174197298393	0.5054038180144478	0.00129665408526272
69DCD8A8EA	25	0.7232738629985028	0.0941230122089575	0.16554688444753732	0.017056240345002714
69DCD8A8EA	26	0.8426788968407743	0.07068761486364807	0.07408359514211087	0.012549893153466324
69DCD8A8EA	27	0.8280668180133783	0.0671743099902558	0.09690804152236195	0.007850830474004073
69DCD8A8EA	28	0.758220439837248	0.1406937539305772	0.09840072009764315	0.0026850861345316863
69DCD8A8EA	29	0.020486164281851835	0.15461553966834876	0.8229964362739469	0.0019018597758525334
69DCD8A8EA	30	0.9771975188679314	0.004278164094853419	0.01757700642900102	0.0009473106082144315
69DCD8A8EA	31	0.161419884254251	0.0152686744327883	0.8219499544825007	0.0013614868304597475
69DCD8A8EA	32	0.4278971062416704	0.031867327584454444	0.20884155328871606	0.3313940128851589
69DCD8A8EA	33	0.6635621123942854	0.19949008067270826	0.12466592906352594	0.012281877869480429
69DCD8A8EA	34	0.5695912614736148	0.11492582152254274	0.3082362668810883	0.007246650122753965
69DCD8A8EA	35	0.4152219051534711	0.17261425498458874	0.40434290043575144	0.007820939426188837
69DCD8A8EA	36	0.055122131925513844	0.7575286896498612	0.18094397821052072	0.006405200214103604
69DCD8A8EA	37	0.17434789220024957	0.20027162879771854	0.27210272651427636	0.3532777524877555
69DCD8A8EA	38	0.000400111529783306	0.0016071983194065114	0.004311740210468917	0.9936809499403413
69DCD8A8EA	39	0.07525908954122339	0.0785274134218882	0.6290081309144114	0.2172053661224771
69DCD8A8EA	40	0.9490380483560914	0.010029949375406785	0.039416446815423396	0.0015155554530785415
69DCD8A8EA	41	0.42713558628125725	0.17784217349901876	0.3860281017441232	0.008994138475600828
69DCD8A8EA	42	0.041446872840136796	0.32736745180986176	0.6282071537033154	0.002978521646686453
69DCD8A8EA	43	0.9774155181187072	0.0022878559437204344	0.012935138789870942	0.007361487147701694
69DCD8A8EA	44	0.9853704189341523	0.004560993183137577	0.008716981505400592	0.0013516063773096213
69DCD8A8EA	45	0.09469439776880006	0.2765787811166814	0.6112031691009716	0.017523652013547053
69DCD8A8EA	46	0.018137537081959216	0.838101524138365	0.14119923427904685	0.002561704500628894
69DCD8A8EA	47	0.17122780931594253	0.7465549194588902	0.03659892967117463	0.04561834155399304
69DCD8A8EA	48	0.00787842663666277	0.01763340448029007	0.02330564760108761	0.9511825212819598
69DCD8A8EA	49	0.5628938493955234	0.07989659449418154	0.35075297219399587	0.006456583916298956
69DCD8A8EA	50	0.7087361921475899	0.05877211799800819	0.22383954252078814	0.008652147333613825
69DCD8A8EA	51	0.09064047713627665	0.11347986866671515	0.7925383193138451	0.0033413348831631408
69DCD8A8EA	52	0.00282975748819845	0.9286373844683211	0.05388238075023957	0.014650477293240986
69DCD8A8EA	53	0.7486212908511621	0.1931182549815444	0.04543170513239182	0.01282874903490159
69DCD8A8EA	54	0.9790826249913153	0.0078115573800903405	0.012862340855429769	0.00024347677316464246
69DCD8A8EA	55	0.09978129651087929	0.647548939960921	0.24893820100440903	0.0037315625237908704
69DCD8A8EA	56	0.5455282230574141	0.18926003924112442	0.17850662953612628	0.08670510816533564
69DCD8A8EA	57	0.0009058819815637565	0.014328236225552416	0.03412710231280613	0.9506387794800774
69DCD8A8EA	58	0.4598679427674456	0.23135390177547796	0.2974808911893534	0.011297264267723128
69DCD8A8EA	59	0.7234273906129172	0.06599467679251601	0.20551058263291247	0.005067349961654134
69DCD8A8EA	60	0.10063865070276432	0.11687308685088489	0.2703276763537414	0.5121605860926094
69DCD8A8EA	61	0.03894388484402786	0.42278702348568775	0.5121427230388478	0.0261263686314366
69DCD8A8EA	62	0.7397974461902221	0.20257103484520428	0.046991558401195746	0.010639960563377767
69DCD8A8EA	63	0.01236183290450944	0.631861643467644	0.05447774701722291	0.3012987766106236
69DCD8A8EA	64	0.022433457487911597	0.04669061974172989	0.10111162574584698	0.8297642970245116
69DCD8A8EA	65	0.008432717317980173	0.8432128414937105	0.145246014163475	0.0031084270248344487
69DCD8A8EA	66	0.07798029451047771	0.2680100570748963	0.5917902315520683	0.06221941686255768
69DCD8A8EA	67	0.052603641481393786	0.3620871794770366	0.5204261967541578	0.06488298228741207
69DCD8A8EA	68	0.023527878690856544	0.7128500325353873	0.26160833150023377	0.002013757273522495
69DCD8A8EA	69	0.14816702734461284	0.7149746523750448	0.1336664026287873	0.003191917651555259
69DCD8A8EA	70	0.02529108405082814	0.933025742924786	0.04055985224468505	0.0011233207797008028
69DCD8A8EA	71	0.015443488830831287	0.9173236937748347	0.06587602182752798	0.001356795566806092
69DCD8A8EA	72	0.048954964655715485	0.821435214438985	0.11617379706212916	0.013436023843170277
69DCD8A8EA	73	0.0021785877794283665	0.8699314611995744	0.11887321837867547	0.009016732642321676
69DCD8A8EA	74	0.11859684485005122	0.6831019006314316	0.19393845404403262	0.004362800474484428
69DCD8A8EA	75	0.05383147331634764	0.8100362622073254	0.12436282192957307	0.01176944254675404
69DCD8A8EA	76	0.02067749656394233	0.678845637072317	0.11675778098645244	0.18371908537728807
69DCD8A8EA	77	0.8307384906721401	0.08294637839051176	0.08422167055214691	0.002093460385200964
69DCD8A8EA	78	0.049078467509737274	0.18746524500566755	0.5243659290661974	0.23909035841839799
69DCD8A8EA	79	0.05771616658364109	0.14147703950576337	0.1571925021953897	0.6436142917152059
69DCD8A8EA	80	0.0013041737911231883	0.014025884042425694	0.035978710566169615	0.9486912316002817
69DCD8A8EA	81	0.03963278255165315	0.8032274929645608	0.14642743620343748	0.010712288280348646
69DCD8A8EA	82	0.008990768149546087	0.8474692379406649	0.1389842856231368	0.004555708286652136
69DCD8A8EA	83	0.24117430999281245	0.24208683173304757	0.41775881476777715	0.09898004350636297
69DCD8A8EA	84	0.0023315186438283425	0.8277102034122638	0.15127709213358118	0.018681185810326986
69DCD8A8EA	85	0.006602492177077205	0.9368378756401873	0.055703026080610105	0.0008566061021255219
69DCD8A8EA	86	0.016383184839057385	0.3156338484893298	0.6344684915773446	0.033514475094268
69DCD8A8EA	87	0.004156384137682104	0.9077025191179949	0.08562326625005141	0.0025178304942714167
69DCD8A8EA	88	0.021929457065311322	0.24463721695615182	0.5941151866776982	0.13931813930083844
69DCD8A8EA	89	0.7652795511889879	0.0210190264064481	0.11405191358670222	0.09964950881786187
