Source Name	Cell ID	Predicted Archetype
13BE29A615	1	2
13BE29A615	2	2
13BE29A615	3	1
13BE29A615	4	1
13BE29A615	5	1
13BE29A615	6	2
13BE29A615	7	1
13BE29A615	8	1
13BE29A615	9	2
13BE29A615	10	1
13BE29A615	11	4
13BE29A615	12	3
13BE29A615	13	2
13BE29A615	14	3
13BE29A615	15	3
13BE29A615	16	1
13BE29A615	17	3
13BE29A615	18	2
13BE29A615	19	1
13BE29A615	20	1
13BE29A615	21	1
13BE29A615	22	1
13BE29A615	23	1
13BE29A615	24	3
13BE29A615	25	1
13BE29A615	26	1
13BE29A615	27	1
13BE29A615	28	4
13BE29A615	29	3
13BE29A615	30	2
13BE29A615	31	4
13BE29A615	32	1
13BE29A615	33	1
13BE29A615	34	3
13BE29A615	35	1
13BE29A615	36	3
13BE29A615	37	1
13BE29A615	38	2
13BE29A615	39	1
13BE29A615	40	1
13BE29A615	41	1
13BE29A615	42	1
13BE29A615	43	1
13BE29A615	44	2
13BE29A615	45	3
13BE29A615	46	3
13BE29A615	47	3
13BE29A615	48	1
13BE29A615	49	2
13BE29A615	50	2
13BE29A615	51	4
13BE29A615	52	2
13BE29A615	53	1
13BE29A615	54	2
13BE29A615	55	2
13BE29A615	56	2
13BE29A615	57	3
13BE29A615	58	3
13BE29A615	59	2
13BE29A615	60	2
13BE29A615	61	2
13BE29A615	62	3
13BE29A615	63	3
13BE29A615	64	2
