Source Name	Spot Number	Z	Y	X	Spot Sigma
5F6D469A95	1	106.0	127.0	270.0	1.3333333333333333
5F6D469A95	2	104.0	428.0	966.0	1.3333333333333333
5F6D469A95	3	101.0	574.0	1526.0	1.3333333333333333
5F6D469A95	4	101.0	484.0	799.0	1.6666666666666665
5F6D469A95	5	101.0	401.0	1136.0	1.3333333333333333
5F6D469A95	6	101.0	80.0	1434.0	1.3333333333333333
5F6D469A95	7	100.0	773.0	1242.0	1.6666666666666665
5F6D469A95	8	100.0	692.0	1325.0	1.6666666666666665
5F6D469A95	9	100.0	448.0	317.0	1.3333333333333333
5F6D469A95	10	100.0	211.0	107.0	1.3333333333333333
5F6D469A95	11	100.0	175.0	618.0	1.3333333333333333
5F6D469A95	12	100.0	134.0	1149.0	1.3333333333333333
5F6D469A95	13	100.0	38.0	535.0	1.6666666666666665
5F6D469A95	14	100.0	24.0	769.0	1.3333333333333333
5F6D469A95	15	99.0	772.0	1206.0	1.6666666666666665
5F6D469A95	16	99.0	608.0	1532.0	1.6666666666666665
5F6D469A95	17	99.0	501.0	1515.0	1.3333333333333333
5F6D469A95	18	99.0	77.0	1449.0	1.6666666666666665
5F6D469A95	19	99.0	39.0	503.0	1.3333333333333333
5F6D469A95	20	99.0	25.0	789.0	1.3333333333333333
5F6D469A95	21	99.0	8.0	1054.0	2.0
5F6D469A95	22	98.0	484.0	825.0	1.3333333333333333
5F6D469A95	23	98.0	397.0	205.0	1.6666666666666665
5F6D469A95	24	98.0	383.0	977.0	1.3333333333333333
5F6D469A95	25	98.0	382.0	321.0	1.3333333333333333
5F6D469A95	26	98.0	372.0	153.0	1.3333333333333333
5F6D469A95	27	98.0	287.0	1231.0	1.3333333333333333
5F6D469A95	28	98.0	231.0	1116.0	1.3333333333333333
5F6D469A95	29	98.0	160.0	941.0	2.0
5F6D469A95	30	98.0	129.0	950.0	1.3333333333333333
5F6D469A95	31	97.0	614.0	855.0	1.6666666666666665
5F6D469A95	32	97.0	550.0	304.0	1.3333333333333333
5F6D469A95	33	97.0	516.0	1142.0	1.3333333333333333
5F6D469A95	34	97.0	481.0	655.0	1.6666666666666665
5F6D469A95	35	97.0	479.0	761.0	1.3333333333333333
5F6D469A95	36	97.0	440.0	769.0	1.3333333333333333
5F6D469A95	37	97.0	435.0	200.0	1.6666666666666665
5F6D469A95	38	97.0	381.0	388.0	1.6666666666666665
5F6D469A95	39	97.0	299.0	1550.0	1.3333333333333333
5F6D469A95	40	97.0	287.0	84.0	1.3333333333333333
5F6D469A95	41	97.0	126.0	1201.0	1.6666666666666665
5F6D469A95	42	97.0	90.0	1159.0	1.3333333333333333
5F6D469A95	43	97.0	87.0	1360.0	1.3333333333333333
5F6D469A95	44	97.0	11.0	57.0	1.6666666666666665
5F6D469A95	45	96.0	720.0	100.0	1.6666666666666665
5F6D469A95	46	96.0	708.0	1353.0	1.6666666666666665
5F6D469A95	47	96.0	648.0	17.0	1.6666666666666665
5F6D469A95	48	96.0	619.0	681.0	1.6666666666666665
