Source Name	Spot Number	Z	Y	X	Spot Sigma
991A69891C	1	119.0	176.0	1060.0	2.0
991A69891C	2	114.0	396.0	916.0	1.6666666666666665
991A69891C	3	114.0	389.0	934.0	1.6666666666666665
991A69891C	4	113.0	556.0	941.0	1.3333333333333333
991A69891C	5	113.0	491.0	1101.0	1.3333333333333333
991A69891C	6	113.0	473.0	1138.0	2.0
991A69891C	7	113.0	468.0	701.0	1.3333333333333333
991A69891C	8	113.0	456.0	661.0	1.6666666666666665
991A69891C	9	113.0	403.0	504.0	1.3333333333333333
991A69891C	10	112.0	477.0	1344.0	1.6666666666666665
991A69891C	11	112.0	457.0	1024.0	1.3333333333333333
991A69891C	12	112.0	396.0	1005.0	1.6666666666666665
991A69891C	13	112.0	370.0	947.0	1.6666666666666665
991A69891C	14	112.0	299.0	358.0	1.3333333333333333
991A69891C	15	111.0	297.0	1143.0	1.6666666666666665
991A69891C	16	111.0	111.0	1356.0	1.6666666666666665
991A69891C	17	110.0	549.0	1108.0	1.3333333333333333
991A69891C	18	110.0	474.0	593.0	1.6666666666666665
991A69891C	19	110.0	375.0	781.0	1.3333333333333333
991A69891C	20	110.0	223.0	377.0	1.3333333333333333
991A69891C	21	110.0	170.0	272.0	1.6666666666666665
991A69891C	22	110.0	84.0	1420.0	1.3333333333333333
991A69891C	23	110.0	38.0	917.0	1.6666666666666665
991A69891C	24	109.0	538.0	556.0	1.3333333333333333
991A69891C	25	109.0	519.0	720.0	1.3333333333333333
991A69891C	26	109.0	392.0	432.0	1.6666666666666665
991A69891C	27	109.0	366.0	780.0	1.6666666666666665
991A69891C	28	109.0	350.0	769.0	1.3333333333333333
991A69891C	29	109.0	252.0	519.0	1.6666666666666665
991A69891C	30	109.0	209.0	818.0	1.6666666666666665
991A69891C	31	109.0	83.0	4.0	1.6666666666666665
991A69891C	32	109.0	25.0	425.0	2.0
991A69891C	33	108.0	523.0	475.0	1.6666666666666665
991A69891C	34	108.0	513.0	984.0	1.3333333333333333
991A69891C	35	108.0	510.0	774.0	1.3333333333333333
991A69891C	36	108.0	496.0	1189.0	1.3333333333333333
991A69891C	37	108.0	399.0	783.0	1.3333333333333333
991A69891C	38	108.0	385.0	438.0	1.3333333333333333
991A69891C	39	108.0	349.0	450.0	1.3333333333333333
991A69891C	40	108.0	221.0	822.0	1.3333333333333333
991A69891C	41	108.0	71.0	369.0	1.6666666666666665
991A69891C	42	108.0	9.0	198.0	1.6666666666666665
991A69891C	43	107.0	521.0	1196.0	1.6666666666666665
991A69891C	44	107.0	507.0	1061.0	1.3333333333333333
991A69891C	45	107.0	492.0	1205.0	1.3333333333333333
991A69891C	46	107.0	483.0	1080.0	1.3333333333333333
991A69891C	47	107.0	474.0	777.0	1.3333333333333333
991A69891C	48	107.0	465.0	759.0	1.3333333333333333
991A69891C	49	107.0	464.0	520.0	1.3333333333333333
991A69891C	50	107.0	452.0	731.0	1.3333333333333333
991A69891C	51	107.0	448.0	722.0	1.3333333333333333
991A69891C	52	107.0	434.0	642.0	1.3333333333333333
991A69891C	53	107.0	423.0	752.0	1.6666666666666665
991A69891C	54	107.0	410.0	761.0	1.3333333333333333
991A69891C	55	107.0	402.0	878.0	1.3333333333333333
991A69891C	56	107.0	395.0	433.0	1.6666666666666665
991A69891C	57	107.0	392.0	712.0	1.6666666666666665
991A69891C	58	107.0	389.0	701.0	1.3333333333333333
991A69891C	59	107.0	387.0	451.0	1.6666666666666665
991A69891C	60	107.0	371.0	607.0	1.3333333333333333
991A69891C	61	107.0	369.0	427.0	1.6666666666666665
991A69891C	62	107.0	336.0	158.0	1.6666666666666665
991A69891C	63	107.0	226.0	110.0	1.3333333333333333
991A69891C	64	107.0	197.0	543.0	1.6666666666666665
991A69891C	65	107.0	161.0	807.0	1.6666666666666665
991A69891C	66	107.0	121.0	682.0	2.333333333333333
991A69891C	67	107.0	51.0	285.0	1.3333333333333333
991A69891C	68	107.0	28.0	503.0	1.6666666666666665
991A69891C	69	106.0	470.0	754.0	1.3333333333333333
